DayNum,VehId,Trip,Timestamp(ms),Latitude[deg],Longitude[deg],Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW],Air Conditioning Power[Watts],Heater Power[Watts],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Short Term Fuel Trim Bank 1[%],Short Term Fuel Trim Bank 2[%],Long Term Fuel Trim Bank 1[%],Long Term Fuel Trim Bank 2[%]
1.71977380555,10,1558,6500,42.2772541667,-83.7625116667,54.6299972534,,,,5.0,,,0.0,2250.0,-31.0,96.341468811,384.5,,,,
1.71977380555,10,1558,7500,42.2772541667,-83.7625116667,54.4899978638,,,,5.0,,,0.0,2250.0,-31.0,96.341468811,384.5,,,,
1.71977380555,10,1558,8500,42.2772541667,-83.7625116667,54.2099990845,,,,5.0,,,0.0,2250.0,-31.0,96.341468811,384.5,,,,
1.71977380555,10,1558,9600,42.2772541667,-83.7625116667,53.4099998474,,,,5.0,,,0.0,2250.0,-31.0,96.341468811,384.5,,,,
1.71977380555,10,1558,10100,42.2773625,-83.7616075,53.4099998474,,,,5.0,,,0.0,2250.0,-31.0,96.341468811,384.5,,,,
1.71977380555,10,1558,10600,42.2773625,-83.7616075,52.3299980164,,,,5.0,,,0.0,2250.0,-31.0,96.341468811,384.5,,,,
1.71977380555,10,1558,11600,42.2773625,-83.7616075,52.3299980164,,,,5.0,,,0.0,2250.0,-1.5,96.341468811,387.0,,,,
1.71977380555,10,1558,11700,42.2773625,-83.7616075,51.8199996948,,,,5.0,,,0.0,2250.0,-1.5,96.341468811,387.0,,,,
1.71977380555,10,1558,12700,42.2773625,-83.7616075,51.0599975586,,,,5.0,,,0.0,2250.0,-1.5,96.341468811,387.0,,,,
1.71977380555,10,1558,13700,42.2773625,-83.7616075,51.219997406,,,,5.0,,,0.0,2250.0,-1.5,96.341468811,387.0,,,,
1.71977380555,10,1558,14800,42.2773625,-83.7616075,52.6899986267,,,,5.0,,,0.0,2250.0,-1.5,96.341468811,387.0,,,,
1.71977380555,10,1558,15100,42.2775038889,-83.7607936111,52.6899986267,,,,5.0,,,0.0,2250.0,-1.5,96.341468811,387.0,,,,
1.71977380555,10,1558,15800,42.2775038889,-83.7607936111,53.3400001526,,,,5.0,,,0.0,2250.0,-1.5,96.341468811,387.0,,,,
1.71977380555,10,1558,16600,42.2775038889,-83.7607936111,53.3400001526,,,,5.0,,,0.0,2250.0,-23.5,96.341468811,382.5,,,,
1.71977380555,10,1558,16900,42.2775038889,-83.7607936111,53.7299995422,,,,5.0,,,0.0,2250.0,-23.5,96.341468811,382.5,,,,
1.71977380555,10,1558,17900,42.2775038889,-83.7607936111,53.7700004578,,,,5.0,,,0.0,2250.0,-23.5,96.341468811,382.5,,,,
1.71977380555,10,1558,18900,42.2775038889,-83.7607936111,53.8899993896,,,,5.0,,,0.0,2250.0,-23.5,96.341468811,382.5,,,,
1.71977380555,10,1558,20000,42.2775038889,-83.7607936111,53.7099990845,,,,5.0,,,0.0,2250.0,-23.5,96.341468811,382.5,,,,
1.71977380555,10,1558,20100,42.2776438889,-83.7599669444,53.7099990845,,,,5.0,,,0.0,2250.0,-23.5,96.341468811,382.5,,,,
1.71977380555,10,1558,21100,42.2776438889,-83.7599669444,53.25,,,,5.0,,,0.0,2250.0,-23.5,96.341468811,382.5,,,,
1.71977380555,10,1558,21700,42.2776438889,-83.7599669444,53.25,,,,5.0,,,0.0,2250.0,-19.0,96.341468811,384.5,,,,
1.71977380555,10,1558,22200,42.2776438889,-83.7599669444,52.0,,,,5.0,,,0.0,2250.0,-19.0,96.341468811,384.5,,,,
1.71977380555,10,1558,23200,42.2776438889,-83.7599669444,50.0299987793,,,,5.0,,,0.0,2250.0,-19.0,96.341468811,384.5,,,,
1.71977380555,10,1558,24300,42.2776438889,-83.7599669444,45.3299980164,,,,5.0,,,0.0,2250.0,-19.0,96.341468811,384.5,,,,
1.71977380555,10,1558,25200,42.2778375,-83.7591219444,45.3299980164,,,,5.0,,,0.0,2250.0,-19.0,96.341468811,384.5,,,,
1.71977380555,10,1558,25400,42.2778375,-83.7591219444,41.0999984741,,,,5.0,,,0.0,2250.0,-19.0,96.341468811,384.5,,,,
1.71977380555,10,1558,26400,42.2778375,-83.7591219444,35.1100006104,,,,5.0,,,0.0,2250.0,-19.0,96.341468811,384.5,,,,
1.71977380555,10,1558,26700,42.2778375,-83.7591219444,35.1100006104,,,,5.0,,,0.0,2250.0,31.0,96.341468811,389.5,,,,
1.71977380555,10,1558,27400,42.2778375,-83.7591219444,29.7399997711,,,,5.0,,,0.0,2250.0,31.0,96.341468811,389.5,,,,
1.71977380555,10,1558,28500,42.2778375,-83.7591219444,24.7699985504,,,,5.0,,,0.0,2250.0,31.0,96.341468811,389.5,,,,
1.71977380555,10,1558,29500,42.2778375,-83.7591219444,19.4899997711,,,,5.0,,,0.0,2250.0,31.0,96.341468811,389.5,,,,
1.71977380555,10,1558,30200,42.2779755556,-83.7586108333,19.4899997711,,,,5.0,,,0.0,2250.0,31.0,96.341468811,389.5,,,,
1.71977380555,10,1558,30600,42.2779755556,-83.7586108333,13.9099998474,,,,5.0,,,0.0,2250.0,31.0,96.341468811,389.5,,,,
1.71977380555,10,1558,31600,42.2779755556,-83.7586108333,8.97000026703,,,,5.0,,,0.0,2250.0,31.0,96.341468811,389.5,,,,
1.71977380555,10,1558,31800,42.2779755556,-83.7586108333,8.97000026703,,,,5.0,,,0.0,2250.0,-7.0,96.341468811,387.5,,,,
1.71977380555,10,1558,32600,42.2779755556,-83.7586108333,4.84999990463,,,,5.0,,,0.0,2250.0,-7.0,96.341468811,387.5,,,,
1.71977380555,10,1558,33300,42.2779755556,-83.7586108333,4.84999990463,,,,5.0,,,0.0,2250.0,-7.0,95.9756164551,387.5,,,,
1.71977380555,10,1558,33400,42.2779755556,-83.7586108333,0.0,,,,5.0,,,0.0,2250.0,-7.0,95.9756164551,387.0,,,,
1.71977380555,10,1558,33500,42.2779755556,-83.7586108333,0.0,,,,5.0,,,0.0,2250.0,-6.5,95.9756164551,387.0,,,,
1.71977380555,10,1558,33900,42.2779755556,-83.7586108333,0.0,,,,5.0,,,0.0,2000.0,-6.5,95.9756164551,387.0,,,,
1.71977380555,10,1558,43500,42.2779755556,-83.7586108333,0.0,,,,5.0,,,0.0,2000.0,-6.0,95.9756164551,387.0,,,,
1.71977380555,10,1558,45600,42.2779755556,-83.7586108333,0.0,,,,5.0,,,0.0,2000.0,-6.0,95.9756164551,387.0,,,,
1.71977380555,10,1558,48600,42.2779755556,-83.7586108333,0.0,,,,5.0,,,0.0,2000.0,-8.5,95.9756164551,387.0,,,,
1.71977380555,10,1558,53600,42.2779755556,-83.7586108333,0.0,,,,5.0,,,0.0,2000.0,-7.5,95.9756164551,387.0,,,,
1.71977380555,10,1558,55800,42.2780116667,-83.7585583333,0.0,,,,5.0,,,0.0,2000.0,-7.5,95.8536605835,387.0,,,,
1.71977380555,10,1558,55900,42.2780116667,-83.7585583333,3.3599998951,,,,5.0,,,0.0,2000.0,-7.5,95.8536605835,387.0,,,,
1.71977380555,10,1558,56000,42.2780116667,-83.7585583333,3.3599998951,,,,5.0,,,0.0,2000.0,-20.5,95.8536605835,387.0,,,,
1.71977380555,10,1558,56500,42.2780116667,-83.7585583333,3.3599998951,,,,5.0,,,100.0,2000.0,-20.5,95.8536605835,387.0,,,,
1.71977380555,10,1558,57000,42.2780116667,-83.7585583333,10.8599996567,,,,5.0,,,100.0,2000.0,-20.5,95.8536605835,387.0,,,,
1.71977380555,10,1558,58000,42.2780116667,-83.7585583333,18.3799991608,,,,5.0,,,100.0,2000.0,-20.5,95.8536605835,387.0,,,,
1.71977380555,10,1558,59100,42.2780116667,-83.7585583333,25.359998703,,,,5.0,,,100.0,2000.0,-20.5,95.8536605835,387.0,,,,
1.71977380555,10,1558,60100,42.2780116667,-83.7585583333,30.3699989319,,,,5.0,,,100.0,2000.0,-20.5,95.8536605835,387.0,,,,
1.71977380555,10,1558,60800,42.27811,-83.7583052778,30.3699989319,,,,5.0,,,100.0,2000.0,-20.5,95.8536605835,387.0,,,,
1.71977380555,10,1558,60900,42.27811,-83.7583052778,30.3699989319,,,,5.0,,,100.0,2000.0,-20.5,95.8536605835,378.5,,,,
1.71977380555,10,1558,61000,42.27811,-83.7583052778,30.3699989319,,,,5.0,,,100.0,2000.0,-62.5,95.8536605835,378.5,,,,
1.71977380555,10,1558,61200,42.27811,-83.7583052778,35.0400009155,,,,5.0,,,100.0,2000.0,-62.5,95.8536605835,378.5,,,,
1.71977380555,10,1558,62200,42.27811,-83.7583052778,37.6800003052,,,,5.0,,,100.0,2000.0,-62.5,95.8536605835,378.5,,,,
1.71977380555,10,1558,63200,42.27811,-83.7583052778,37.8699989319,,,,5.0,,,100.0,2000.0,-62.5,95.8536605835,378.5,,,,
1.71977380555,10,1558,64300,42.27811,-83.7583052778,39.2999992371,,,,5.0,,,100.0,2000.0,-62.5,95.8536605835,378.5,,,,
1.71977380555,10,1558,65300,42.27811,-83.7583052778,40.3699989319,,,,5.0,,,100.0,2000.0,-62.5,95.8536605835,378.5,,,,
1.71977380555,10,1558,65900,42.2782625,-83.7577263889,40.3699989319,,,,5.0,,,100.0,2000.0,-62.5,95.8536605835,378.5,,,,
1.71977380555,10,1558,66000,42.2782625,-83.7577263889,40.3699989319,,,,5.0,,,100.0,2000.0,-29.5,95.8536605835,383.5,,,,
1.71977380555,10,1558,66400,42.2782625,-83.7577263889,42.0900001526,,,,5.0,,,100.0,2000.0,-29.5,95.8536605835,383.5,,,,
1.71977380555,10,1558,67400,42.2782625,-83.7577263889,43.719997406,,,,5.0,,,100.0,2000.0,-29.5,95.8536605835,383.5,,,,
1.71977380555,10,1558,68400,42.2782625,-83.7577263889,45.0200004578,,,,5.0,,,100.0,2000.0,-29.5,95.8536605835,383.5,,,,
1.71977380555,10,1558,69500,42.2782625,-83.7577263889,46.0699996948,,,,5.0,,,100.0,2000.0,-29.5,95.8536605835,383.5,,,,
1.71977380555,10,1558,70500,42.2782625,-83.7577263889,47.1399993896,,,,5.0,,,100.0,2000.0,-29.5,95.8536605835,383.5,,,,
1.71977380555,10,1558,70900,42.2784616667,-83.7570180556,47.1399993896,,,,5.0,,,100.0,2000.0,-29.5,95.8536605835,383.5,,,,
1.71977380555,10,1558,71100,42.2784616667,-83.7570180556,47.1399993896,,,,5.0,,,100.0,2000.0,-30.5,95.8536605835,383.5,,,,
1.71977380555,10,1558,71600,42.2784616667,-83.7570180556,48.4500007629,,,,5.0,,,100.0,2000.0,-30.5,95.8536605835,383.5,,,,
1.71977380555,10,1558,72600,42.2784616667,-83.7570180556,48.9399986267,,,,5.0,,,100.0,2000.0,-30.5,95.8536605835,383.5,,,,
1.71977380555,10,1558,73700,42.2784616667,-83.7570180556,48.0699996948,,,,5.0,,,100.0,2000.0,-30.5,95.8536605835,383.5,,,,
1.71977380555,10,1558,74700,42.2784616667,-83.7570180556,47.3699989319,,,,5.0,,,100.0,2000.0,-30.5,95.8536605835,383.5,,,,
1.71977380555,10,1558,75700,42.2784616667,-83.7570180556,45.7999992371,,,,5.0,,,100.0,2000.0,-30.5,95.8536605835,383.5,,,,
1.71977380555,10,1558,76000,42.278625,-83.7562608333,45.7999992371,,,,5.0,,,100.0,2000.0,-30.5,95.8536605835,389.0,,,,
1.71977380555,10,1558,76100,42.278625,-83.7562608333,45.7999992371,,,,5.0,,,100.0,2000.0,5.0,95.8536605835,389.0,,,,
1.71977380555,10,1558,76800,42.278625,-83.7562608333,45.2399978638,,,,5.0,,,100.0,2000.0,5.0,95.8536605835,389.0,,,,
1.71977380555,10,1558,77800,42.278625,-83.7562608333,44.2900009155,,,,5.0,,,100.0,2000.0,5.0,95.8536605835,389.0,,,,
1.71977380555,10,1558,78900,42.278625,-83.7562608333,43.6499977112,,,,5.0,,,100.0,2000.0,5.0,95.8536605835,389.0,,,,
1.71977380555,10,1558,79900,42.278625,-83.7562608333,42.7000007629,,,,5.0,,,100.0,2000.0,5.0,95.8536605835,389.0,,,,
1.71977380555,10,1558,80900,42.278625,-83.7562608333,43.3699989319,,,,5.0,,,100.0,2000.0,5.0,95.8536605835,389.0,,,,
1.71977380555,10,1558,81000,42.2787711111,-83.7555463889,43.3699989319,,,,5.0,,,100.0,2000.0,5.0,95.8536605835,389.0,,,,
1.71977380555,10,1558,81100,42.2787711111,-83.7555463889,43.3699989319,,,,5.0,,,100.0,2000.0,5.0,95.8536605835,386.0,,,,
1.71977380555,10,1558,81200,42.2787711111,-83.7555463889,43.3699989319,,,,5.0,,,100.0,2000.0,-11.5,95.8536605835,386.0,,,,
1.71977380555,10,1558,82000,42.2787711111,-83.7555463889,43.4899978638,,,,5.0,,,100.0,2000.0,-11.5,95.8536605835,386.0,,,,
1.71977380555,10,1558,83000,42.2787711111,-83.7555463889,42.9399986267,,,,5.0,,,100.0,2000.0,-11.5,95.8536605835,386.0,,,,
1.71977380555,10,1558,84000,42.2787711111,-83.7555463889,40.6599998474,,,,5.0,,,100.0,2000.0,-11.5,95.8536605835,386.0,,,,
1.71977380555,10,1558,85100,42.2787711111,-83.7555463889,34.6899986267,,,,5.0,,,100.0,2000.0,-11.5,95.8536605835,386.0,,,,
1.71977380555,10,1558,86100,42.2789022222,-83.7549138889,27.9799995422,,,,5.0,,,100.0,2000.0,-11.5,95.8536605835,389.0,,,,
1.71977380555,10,1558,86200,42.2789022222,-83.7549138889,27.9799995422,,,,5.0,,,100.0,2000.0,29.5,95.8536605835,389.0,,,,
1.71977380555,10,1558,87200,42.2789022222,-83.7549138889,20.859998703,,,,5.0,,,100.0,2000.0,29.5,95.8536605835,389.0,,,,
1.71977380555,10,1558,88200,42.2789022222,-83.7549138889,16.2199993134,,,,5.0,,,100.0,2000.0,29.5,95.8536605835,389.0,,,,
1.71977380555,10,1558,89200,42.2789022222,-83.7549138889,14.9299993515,,,,5.0,,,100.0,2000.0,29.5,95.8536605835,389.0,,,,
1.71977380555,10,1558,90300,42.2789022222,-83.7549138889,16.1999988556,,,,5.0,,,100.0,2000.0,29.5,95.8536605835,389.0,,,,
1.71977380555,10,1558,91200,42.2789480556,-83.7545505556,16.1999988556,,,,5.0,,,100.0,2000.0,29.5,95.8536605835,387.5,,,,
1.71977380555,10,1558,91300,42.2789480556,-83.7545505556,16.1999988556,,,,5.0,,,100.0,2000.0,-43.0,95.8536605835,387.5,,,,
1.71977380555,10,1558,91400,42.2789480556,-83.7545505556,23.5100002289,,,,5.0,,,100.0,2000.0,-43.0,95.8536605835,387.5,,,,
1.71977380555,10,1558,92500,42.2789480556,-83.7545505556,30.0299987793,,,,5.0,,,100.0,2000.0,-43.0,95.8536605835,387.5,,,,
1.71977380555,10,1558,93600,42.2789480556,-83.7545505556,34.0599975586,,,,5.0,,,100.0,2000.0,-43.0,95.8536605835,387.5,,,,
1.71977380555,10,1558,94600,42.2789480556,-83.7545505556,33.7099990845,,,,5.0,,,100.0,2000.0,-43.0,95.8536605835,387.5,,,,
1.71977380555,10,1558,95700,42.2789480556,-83.7545505556,30.5100002289,,,,5.0,,,100.0,2000.0,-43.0,95.8536605835,387.5,,,,
1.71977380555,10,1558,96200,42.2787533333,-83.7544438889,30.5100002289,,,,5.0,,,100.0,2000.0,-43.0,95.8536605835,388.5,,,,
1.71977380555,10,1558,96300,42.2787533333,-83.7544438889,30.5100002289,,,,5.0,,,100.0,2000.0,31.0,95.8536605835,388.5,,,,
1.71977380555,10,1558,96700,42.2787533333,-83.7544438889,25.7199993134,,,,5.0,,,100.0,2000.0,31.0,95.8536605835,388.5,,,,
1.71977380555,10,1558,97800,42.2787533333,-83.7544438889,22.6800003052,,,,5.0,,,100.0,2000.0,31.0,95.8536605835,388.5,,,,
1.71977380555,10,1558,98800,42.2787533333,-83.7544438889,23.6899986267,,,,5.0,,,100.0,2000.0,31.0,95.8536605835,388.5,,,,
1.71977380555,10,1558,99800,42.2787533333,-83.7544438889,26.4699993134,,,,5.0,,,100.0,2000.0,31.0,95.8536605835,388.5,,,,
1.71977380555,10,1558,100900,42.2787533333,-83.7544438889,29.9699993134,,,,5.0,,,100.0,2000.0,31.0,95.8536605835,388.5,,,,
1.71977380555,10,1558,101200,42.2787533333,-83.7544438889,29.9699993134,,,,5.0,,,100.0,2000.0,31.0,95.8536605835,381.5,,,,
1.71977380555,10,1558,101300,42.2784452778,-83.7543322222,29.9699993134,,,,5.0,,,100.0,2000.0,31.0,95.8536605835,381.5,,,,
1.71977380555,10,1558,101400,42.2784452778,-83.7543322222,29.9699993134,,,,5.0,,,100.0,2000.0,-45.0,95.8536605835,381.5,,,,
1.71977380555,10,1558,101900,42.2784452778,-83.7543322222,33.4199981689,,,,5.0,,,100.0,2000.0,-45.0,95.8536605835,381.5,,,,
1.71977380555,10,1558,103000,42.2784452778,-83.7543322222,36.2599983215,,,,5.0,,,100.0,2000.0,-45.0,95.8536605835,381.5,,,,
1.71977380555,10,1558,104000,42.2784452778,-83.7543322222,37.7399978638,,,,5.0,,,100.0,2000.0,-45.0,95.8536605835,381.5,,,,
1.71977380555,10,1558,105000,42.2784452778,-83.7543322222,36.4199981689,,,,5.0,,,100.0,2000.0,-45.0,95.8536605835,381.5,,,,
1.71977380555,10,1558,105600,42.2784452778,-83.7543322222,36.4199981689,,,,5.0,,,100.0,2000.0,-45.0,95.8536605835,381.5,,,,
1.71977380555,10,1558,106100,42.2784452778,-83.7543322222,34.4399986267,,,,5.0,,,100.0,2000.0,-45.0,95.8536605835,381.5,,,,
1.71977380555,10,1558,106200,42.2784452778,-83.7543322222,34.4399986267,,,,5.0,,,100.0,2000.0,-45.0,95.8536605835,388.5,,,,
1.05899107407,11,1485,0,42.3005647222,-83.7354441667,40.4399986267,6.1299996376,1336.0,,6.25,,,0.0,,-32.0,0.0,291.5,,,,
1.05899107407,11,1485,200,42.3005647222,-83.7354441667,40.4399986267,4.19999980927,2214.0,,6.25,,,0.0,,-32.0,0.0,291.5,,,,
1.05899107407,11,1485,300,42.3005647222,-83.7354441667,40.4399986267,4.19999980927,2214.0,,6.25,,,0.0,,56.3499755859,0.0,300.0,,,,
1.05899107407,11,1485,600,42.3005647222,-83.7354441667,42.5999984741,4.19999980927,2214.0,,6.25,,,0.0,,56.3499755859,0.0,300.0,,,,
1.05899107407,11,1485,1600,42.3005647222,-83.7354441667,43.4599990845,4.19999980927,2214.0,,6.25,,,0.0,,56.3499755859,0.0,300.0,,,,
1.05899107407,11,1485,2200,42.3005647222,-83.7354441667,43.4599990845,2.25,1014.0,,6.25,,,0.0,,56.3499755859,0.0,300.0,,,,
1.05899107407,11,1485,2700,42.3005647222,-83.7354441667,44.6800003052,2.25,1014.0,,6.25,,,0.0,,56.3499755859,0.0,300.0,,,,
1.05899107407,11,1485,3000,42.3005647222,-83.7354441667,44.6800003052,2.25,1014.0,,6.25,,,0.0,,56.3499755859,0.0,300.0,,,,
1.05899107407,11,1485,3700,42.3005647222,-83.7354441667,46.0699996948,2.25,1014.0,,6.25,,,0.0,,56.3499755859,0.0,300.0,,,,
1.05899107407,11,1485,4200,42.3005647222,-83.7354441667,46.0699996948,4.03999996185,990.0,,6.25,,,0.0,,56.3499755859,0.0,300.0,,,,
1.05899107407,11,1485,4800,42.3005647222,-83.7354441667,46.3199996948,4.03999996185,990.0,,6.25,,,0.0,,56.3499755859,0.0,300.0,,,,
1.05899107407,11,1485,5000,42.3011244444,-83.7352675,46.3199996948,4.03999996185,990.0,,6.25,,,0.0,,56.3499755859,0.0,300.0,,,,
1.05899107407,11,1485,5300,42.3011244444,-83.7352675,46.3199996948,4.03999996185,990.0,,6.25,,,0.0,,5.04998779297,0.0,294.5,,,,
1.05899107407,11,1485,5800,42.3011244444,-83.7352675,44.7999992371,4.03999996185,990.0,,6.25,,,0.0,,5.04998779297,0.0,294.5,,,,
1.05899107407,11,1485,6200,42.3011244444,-83.7352675,44.7999992371,0.870000004768,0.0,,6.25,,,0.0,,5.04998779297,0.0,294.5,,,,
1.05899107407,11,1485,6800,42.3011244444,-83.7352675,42.9099998474,0.870000004768,0.0,,6.25,,,0.0,,5.04998779297,0.0,294.5,,,,
1.05899107407,11,1485,7900,42.3011244444,-83.7352675,42.4599990845,0.870000004768,0.0,,6.25,,,0.0,,5.04998779297,0.0,294.5,,,,
1.05899107407,11,1485,8200,42.3011244444,-83.7352675,42.4599990845,17.7999992371,1764.0,,6.25,,,0.0,,5.04998779297,0.0,294.5,,,,
1.05899107407,11,1485,8900,42.3011244444,-83.7352675,42.1699981689,17.7999992371,1764.0,,6.25,,,0.0,,5.04998779297,0.0,294.5,,,,
1.05899107407,11,1485,10000,42.3016663889,-83.7350886111,41.5799980164,17.7999992371,1764.0,,6.25,,,0.0,,5.04998779297,0.0,294.5,,,,
1.05899107407,11,1485,10200,42.3016663889,-83.7350886111,41.5799980164,4.56999969482,1688.0,,6.25,,,0.0,,5.04998779297,0.0,294.5,,,,
1.05899107407,11,1485,10400,42.3016663889,-83.7350886111,41.5799980164,4.56999969482,1688.0,,6.25,,,0.0,,-25.6000366211,0.0,291.5,,,,
1.05899107407,11,1485,11000,42.3016663889,-83.7350886111,41.4599990845,4.56999969482,1688.0,,6.25,,,0.0,,-25.6000366211,0.0,291.5,,,,
1.05899107407,11,1485,12000,42.3016663889,-83.7350886111,40.4500007629,4.56999969482,1688.0,,6.25,,,0.0,,-25.6000366211,0.0,291.5,,,,
1.05899107407,11,1485,12200,42.3016663889,-83.7350886111,40.4500007629,0.870000004768,0.0,,6.25,,,0.0,,-25.6000366211,0.0,291.5,,,,
1.05899107407,11,1485,13100,42.3016663889,-83.7350886111,39.0699996948,0.870000004768,0.0,,6.25,,,0.0,,-25.6000366211,0.0,291.5,,,,
1.05899107407,11,1485,14100,42.3016663889,-83.7350886111,39.8400001526,0.870000004768,0.0,,6.25,,,0.0,,-25.6000366211,0.0,291.5,,,,
1.05899107407,11,1485,14200,42.3016663889,-83.7350886111,39.8400001526,34.5299987793,2270.0,,6.25,,,0.0,,-25.6000366211,0.0,291.5,,,,
1.05899107407,11,1485,15100,42.3021772222,-83.7349411111,39.8400001526,34.5299987793,2270.0,,6.25,,,0.0,,-25.6000366211,0.0,291.5,,,,
1.05899107407,11,1485,15200,42.3021772222,-83.7349411111,41.7399978638,34.5299987793,2270.0,,6.25,,,0.0,,-25.6000366211,0.0,291.5,,,,
1.05899107407,11,1485,15400,42.3021772222,-83.7349411111,41.7399978638,34.5299987793,2270.0,,6.25,,,0.0,,-17.049987793,0.0,292.5,,,,
1.05899107407,11,1485,16200,42.3021772222,-83.7349411111,42.1599998474,5.30999994278,1260.0,,6.25,,,0.0,,-17.049987793,0.0,292.5,,,,
1.05899107407,11,1485,17200,42.3021772222,-83.7349411111,43.0200004578,5.30999994278,1260.0,,6.25,,,0.0,,-17.049987793,0.0,292.5,,,,
1.05899107407,11,1485,18200,42.3021772222,-83.7349411111,43.0200004578,2.0,258.0,,6.25,,,0.0,,-17.049987793,0.0,292.5,,,,
1.05899107407,11,1485,18300,42.3021772222,-83.7349411111,42.3199996948,2.0,258.0,,6.25,,,0.0,,-17.049987793,0.0,292.5,,,,
1.05899107407,11,1485,19300,42.3021772222,-83.7349411111,42.469997406,2.0,258.0,,6.25,,,0.0,,-17.049987793,0.0,292.5,,,,
1.05899107407,11,1485,20000,42.3027583333,-83.7349391667,42.469997406,2.0,258.0,,6.25,,,0.0,,-17.049987793,0.0,292.5,,,,
1.05899107407,11,1485,20200,42.3027583333,-83.7349391667,42.469997406,26.7699985504,2198.0,,6.25,,,0.0,,-17.049987793,0.0,292.5,,,,
1.05899107407,11,1485,20400,42.3027583333,-83.7349391667,42.7999992371,26.7699985504,2198.0,,6.25,,,0.0,,-56.1500244141,0.0,287.5,,,,
1.05899107407,11,1485,21400,42.3027583333,-83.7349391667,44.5499992371,26.7699985504,2198.0,,6.25,,,0.0,,-56.1500244141,0.0,287.5,,,,
1.05899107407,11,1485,22200,42.3027583333,-83.7349391667,44.5499992371,6.90999984741,1454.0,,6.25,,,0.0,,-56.1500244141,0.0,287.5,,,,
1.05899107407,11,1485,22400,42.3027583333,-83.7349391667,44.8600006104,6.90999984741,1454.0,,6.25,,,0.0,,-56.1500244141,0.0,287.5,,,,
1.05899107407,11,1485,23500,42.3027583333,-83.7349391667,44.5099983215,6.90999984741,1454.0,,6.25,,,0.0,,-56.1500244141,0.0,287.5,,,,
1.05899107407,11,1485,24200,42.3027583333,-83.7349391667,44.5099983215,4.19000005722,306.0,,6.25,,,0.0,,-56.1500244141,0.0,287.5,,,,
1.05899107407,11,1485,24500,42.3027583333,-83.7349391667,44.0,4.19000005722,306.0,,6.25,,,0.0,,-56.1500244141,0.0,287.5,,,,
1.05899107407,11,1485,25100,42.3033369444,-83.7349458333,44.0,4.19000005722,306.0,,6.25,,,0.0,,-56.1500244141,0.0,287.5,,,,
1.05899107407,11,1485,25500,42.3033369444,-83.7349458333,44.0,4.19000005722,306.0,,6.25,,,0.0,,20.950012207,0.0,296.5,,,,
1.05899107407,11,1485,25600,42.3033369444,-83.7349458333,44.2799987793,4.19000005722,306.0,,6.25,,,0.0,,20.950012207,0.0,296.5,,,,
1.05899107407,11,1485,26200,42.3033369444,-83.7349458333,44.2799987793,11.4699993134,1456.0,,6.25,,,0.0,,20.950012207,0.0,296.5,,,,
1.05899107407,11,1485,26600,42.3033369444,-83.7349458333,45.1699981689,11.4699993134,1456.0,,6.25,,,0.0,,20.950012207,0.0,296.5,,,,
