trip_id,vehicle_vin,driver_id,pickup_datetime,dropoff_datetime,assigned_day_index,trip_distance_km,fare_amount,currency_unverified,tip_amount,total_fare,pickup_latitude,pickup_longitude,vehicle_type,event_sequence_index
XANH_TRIP_0045,VF8VNF_0001,DRV_XANH_0001,2026-01-04T10:48:00,2026-01-04T11:03:00,3,21.243,222067.0,True,22109.0,244176.0,21.060814,105.862504,VF_e34_TAXI,9
XANH_TRIP_0046,VF8VNF_0001,DRV_XANH_0001,2026-01-04T11:08:00,2026-01-04T11:28:00,3,31.543,278506.0,True,167304.0,445810.0,20.982993,105.800868,VF_e34_TAXI,10
XANH_TRIP_0047,VF8VNF_0001,DRV_XANH_0001,2026-01-04T11:33:00,2026-01-04T11:57:00,3,22.531,466822.0,True,16736.0,483558.0,20.96416,105.797558,VF_e34_TAXI,11
XANH_TRIP_0048,VF8VNF_0001,DRV_XANH_0001,2026-01-04T12:47:00,2026-01-04T13:02:00,3,12.714,300914.0,True,18048.0,318962.0,21.06491,105.78513,VF_e34_TAXI,12
XANH_TRIP_0049,VF8VNF_0001,DRV_XANH_0001,2026-01-05T06:00:00,2026-01-05T06:21:00,4,8.53,312537.0,True,43786.0,356323.0,20.992151,105.859696,VF_e34_TAXI,0
XANH_TRIP_0050,VF8VNF_0001,DRV_XANH_0001,2026-01-05T06:40:00,2026-01-05T07:01:00,4,24.623,205080.0,True,11996.0,217076.0,20.965381,105.839701,VF_e34_TAXI,1
XANH_TRIP_0051,VF8VNF_0001,DRV_XANH_0001,2026-01-05T07:06:00,2026-01-05T07:30:00,4,28.807,471180.0,True,34910.0,506090.0,21.093747,105.800703,VF_e34_TAXI,2
XANH_TRIP_0052,VF8VNF_0001,DRV_XANH_0001,2026-01-05T08:56:00,2026-01-05T09:14:00,4,26.393,84826.0,True,6851.0,91677.0,21.065885,105.791432,VF_e34_TAXI,3
XANH_TRIP_0053,VF8VNF_0001,DRV_XANH_0001,2026-01-05T09:30:00,2026-01-05T09:46:00,4,26.876,161158.0,True,51187.0,212345.0,21.0659,105.886387,VF_e34_TAXI,4
XANH_TRIP_0054,VF8VNF_0001,DRV_XANH_0001,2026-01-05T14:40:00,2026-01-05T14:57:00,4,7.564,111034.0,True,17924.0,128958.0,21.032818,105.779543,VF_e34_TAXI,5
XANH_TRIP_0055,VF8VNF_0001,DRV_XANH_0001,2026-01-05T15:05:00,2026-01-05T15:20:00,4,10.3,62865.0,True,19997.0,82862.0,21.077476,105.886437,VF_e34_TAXI,6
XANH_TRIP_0056,VF8VNF_0001,DRV_XANH_0001,2026-01-05T16:22:00,2026-01-05T16:43:00,4,4.184,527675.0,True,40418.0,568093.0,20.99721,105.806236,VF_e34_TAXI,7
XANH_TRIP_0057,VF8VNF_0001,DRV_XANH_0001,2026-01-05T16:55:00,2026-01-05T17:13:00,4,17.703,530636.0,True,24650.0,555286.0,20.967373,105.813117,VF_e34_TAXI,8
XANH_TRIP_0058,VF8VNF_0001,DRV_XANH_0001,2026-01-05T17:18:00,2026-01-05T17:37:00,4,5.794,508955.0,True,28213.0,537168.0,21.098747,105.894084,VF_e34_TAXI,9
XANH_TRIP_0059,VF8VNF_0001,DRV_XANH_0001,2026-01-05T17:54:00,2026-01-05T18:00:00,4,26.876,43922.0,True,72781.0,116703.0,21.070047,105.856579,VF_e34_TAXI,10
XANH_TRIP_0060,VF8VNF_0001,DRV_XANH_0001,2026-01-06T06:00:00,2026-01-06T06:19:00,5,31.06,101757.0,True,83063.0,184820.0,20.9512,105.839178,VF_e34_TAXI,0
XANH_TRIP_0061,VF8VNF_0001,DRV_XANH_0001,2026-01-06T06:24:00,2026-01-06T06:44:00,5,17.381,59568.0,True,38476.0,98044.0,20.989636,105.784374,VF_e34_TAXI,1
XANH_TRIP_0062,VF8VNF_0001,DRV_XANH_0001,2026-01-06T06:49:00,2026-01-06T07:13:00,5,28.485,42972.0,True,17799.0,60771.0,20.961374,105.778932,VF_e34_TAXI,2
XANH_TRIP_0063,VF8VNF_0001,DRV_XANH_0001,2026-01-06T07:18:00,2026-01-06T07:38:00,5,22.531,548015.0,True,14100.0,562115.0,21.088347,105.855701,VF_e34_TAXI,3
XANH_TRIP_0064,VF8VNF_0001,DRV_XANH_0001,2026-01-06T07:43:00,2026-01-06T08:05:00,5,21.404,115169.0,True,11426.0,126595.0,21.095771,105.822422,VF_e34_TAXI,4
XANH_TRIP_0065,VF8VNF_0001,DRV_XANH_0001,2026-01-06T13:02:00,2026-01-06T13:21:00,5,20.439,342433.0,True,47078.0,389511.0,20.988533,105.882438,VF_e34_TAXI,5
XANH_TRIP_0066,VF8VNF_0001,DRV_XANH_0001,2026-01-06T13:48:00,2026-01-06T14:03:00,5,11.265,385348.0,True,20038.0,405386.0,21.007836,105.84555,VF_e34_TAXI,6
XANH_TRIP_0067,VF8VNF_0001,DRV_XANH_0001,2026-01-06T14:08:00,2026-01-06T14:27:00,5,7.564,101310.0,True,16853.0,118163.0,21.037712,105.873922,VF_e34_TAXI,7
XANH_TRIP_0068,VF8VNF_0001,DRV_XANH_0001,2026-01-06T14:42:00,2026-01-06T15:07:00,5,25.91,173004.0,True,29226.0,202230.0,20.986069,105.820342,VF_e34_TAXI,8
XANH_TRIP_0069,VF8VNF_0001,DRV_XANH_0001,2026-01-06T15:12:00,2026-01-06T15:35:00,5,29.612,61636.0,True,27635.0,89271.0,21.057157,105.759537,VF_e34_TAXI,9
XANH_TRIP_0070,VF8VNF_0001,DRV_XANH_0001,2026-01-06T15:40:00,2026-01-06T16:02:00,5,29.934,523707.0,True,200000.0,723707.0,20.96495,105.868863,VF_e34_TAXI,10
XANH_TRIP_0071,VF8VNF_0001,DRV_XANH_0001,2026-01-06T16:07:00,2026-01-06T16:23:00,5,14.484,454528.0,True,7179.0,461707.0,21.08462,105.776481,VF_e34_TAXI,11
XANH_TRIP_0072,VF8VNF_0001,DRV_XANH_0001,2026-01-06T16:49:00,2026-01-06T17:13:00,5,3.058,65435.0,True,34226.0,99661.0,21.041102,105.861883,VF_e34_TAXI,12
XANH_TRIP_0073,VF8VNF_0001,DRV_XANH_0001,2026-01-07T06:00:00,2026-01-07T06:20:00,6,14.806,525663.0,True,125321.0,650984.0,21.092943,105.751524,VF_e34_TAXI,0
XANH_TRIP_0074,VF8VNF_0001,DRV_XANH_0001,2026-01-07T06:46:00,2026-01-07T07:01:00,6,13.358,207371.0,True,11232.0,218603.0,21.087939,105.887905,VF_e34_TAXI,1
XANH_TRIP_0075,VF8VNF_0001,DRV_XANH_0001,2026-01-07T07:06:00,2026-01-07T07:29:00,6,4.828,340756.0,True,31418.0,372174.0,20.98388,105.752803,VF_e34_TAXI,2
XANH_TRIP_0076,VF8VNF_0001,DRV_XANH_0001,2026-01-07T07:34:00,2026-01-07T07:59:00,6,17.381,427258.0,True,23133.0,450391.0,21.043223,105.757735,VF_e34_TAXI,3
XANH_TRIP_0077,VF8VNF_0001,DRV_XANH_0001,2026-01-07T08:04:00,2026-01-07T08:26:00,6,20.439,459110.0,True,35785.0,494895.0,20.992154,105.783593,VF_e34_TAXI,4
XANH_TRIP_0078,VF8VNF_0001,DRV_XANH_0001,2026-01-07T13:03:00,2026-01-07T13:20:00,6,25.428,483530.0,True,14522.0,498052.0,20.97843,105.790312,VF_e34_TAXI,5
XANH_TRIP_0079,VF8VNF_0001,DRV_XANH_0001,2026-01-07T13:25:00,2026-01-07T13:47:00,6,24.462,434299.0,True,21128.0,455427.0,21.030479,105.828213,VF_e34_TAXI,6
XANH_TRIP_0080,VF8VNF_0001,DRV_XANH_0001,2026-01-07T13:58:00,2026-01-07T14:16:00,6,6.598,129921.0,True,29852.0,159773.0,20.982633,105.809099,VF_e34_TAXI,7
XANH_TRIP_0081,VF8VNF_0001,DRV_XANH_0001,2026-01-07T14:21:00,2026-01-07T14:45:00,6,3.38,167528.0,True,20236.0,187764.0,21.040414,105.837249,VF_e34_TAXI,8
XANH_TRIP_0082,VF8VNF_0001,DRV_XANH_0001,2026-01-07T15:07:00,2026-01-07T15:30:00,6,32.187,400939.0,True,59316.0,460255.0,20.96532,105.853823,VF_e34_TAXI,9
XANH_TRIP_0083,VF8VNF_0001,DRV_XANH_0001,2026-01-07T15:35:00,2026-01-07T15:55:00,6,8.851,322651.0,True,42534.0,365185.0,21.011168,105.758922,VF_e34_TAXI,10
XANH_TRIP_0084,VF8VNF_0001,DRV_XANH_0001,2026-01-07T16:13:00,2026-01-07T16:31:00,6,21.404,339918.0,True,27048.0,366966.0,21.029794,105.780726,VF_e34_TAXI,11
XANH_TRIP_0085,VF8VNF_0001,DRV_XANH_0001,2026-01-07T16:36:00,2026-01-07T16:52:00,6,12.553,459166.0,True,8339.0,467505.0,20.985923,105.773602,VF_e34_TAXI,12
XANH_TRIP_0086,VF8VNF_0001,DRV_XANH_0001,2026-01-07T16:57:00,2026-01-07T17:14:00,6,22.692,435529.0,True,49306.0,484835.0,21.02213,105.777045,VF_e34_TAXI,13
XANH_TRIP_0087,VF8VNF_0001,DRV_XANH_0001,2026-01-07T17:19:00,2026-01-07T17:40:00,6,7.564,465033.0,True,48485.0,513518.0,21.054861,105.798488,VF_e34_TAXI,14
XANH_TRIP_0088,VF8VNF_0001,DRV_XANH_0001,2026-01-08T06:00:00,2026-01-08T06:17:00,7,24.623,502082.0,True,23315.0,525397.0,20.979538,105.861478,VF_e34_TAXI,0
XANH_TRIP_0089,VF8VNF_0001,DRV_XANH_0001,2026-01-08T06:22:00,2026-01-08T06:43:00,7,18.99,203012.0,True,67116.0,270128.0,21.016886,105.867923,VF_e34_TAXI,1
XANH_TRIP_0090,VF8VNF_0001,DRV_XANH_0001,2026-01-08T06:48:00,2026-01-08T07:11:00,7,22.048,296667.0,True,98461.0,395128.0,20.992039,105.824453,VF_e34_TAXI,2
XANH_TRIP_0091,VF8VNF_0001,DRV_XANH_0001,2026-01-08T07:26:00,2026-01-08T07:41:00,7,21.404,427761.0,True,49212.0,476973.0,20.984042,105.818669,VF_e34_TAXI,3
XANH_TRIP_0092,VF8VNF_0001,DRV_XANH_0001,2026-01-08T07:46:00,2026-01-08T08:06:00,7,28.968,380263.0,True,37271.0,417534.0,21.00496,105.772041,VF_e34_TAXI,4
XANH_TRIP_0093,VF8VNF_0001,DRV_XANH_0001,2026-01-08T08:55:00,2026-01-08T09:15:00,7,12.231,100137.0,True,22231.0,122368.0,21.006083,105.772228,VF_e34_TAXI,5
XANH_TRIP_0094,VF8VNF_0001,DRV_XANH_0001,2026-01-08T09:34:00,2026-01-08T09:51:00,7,9.012,316113.0,True,22878.0,338991.0,21.093449,105.825374,VF_e34_TAXI,6
XANH_TRIP_0095,VF8VNF_0001,DRV_XANH_0001,2026-01-08T10:29:00,2026-01-08T10:48:00,7,15.289,445867.0,True,61147.0,507014.0,20.977437,105.884265,VF_e34_TAXI,7
XANH_TRIP_0096,VF8VNF_0001,DRV_XANH_0001,2026-01-08T10:53:00,2026-01-08T11:12:00,7,18.507,75773.0,True,26666.0,102439.0,21.020656,105.801031,VF_e34_TAXI,8
XANH_TRIP_0097,VF8VNF_0001,DRV_XANH_0001,2026-01-08T11:17:00,2026-01-08T11:35:00,7,15.933,152999.0,True,12133.0,165132.0,21.05918,105.792856,VF_e34_TAXI,9
XANH_TRIP_0098,VF8VNF_0001,DRV_XANH_0001,2026-01-08T11:46:00,2026-01-08T12:07:00,7,28.968,299182.0,True,17525.0,316707.0,21.06,105.767245,VF_e34_TAXI,10
XANH_TRIP_0099,VF8VNF_0001,DRV_XANH_0001,2026-01-09T06:00:00,2026-01-09T06:24:00,8,14.806,233355.0,True,102411.0,335766.0,21.058648,105.796657,VF_e34_TAXI,0
XANH_TRIP_0100,VF8VNF_0001,DRV_XANH_0001,2026-01-09T06:37:00,2026-01-09T07:02:00,8,25.589,101981.0,True,35128.0,137109.0,21.048711,105.849334,VF_e34_TAXI,1
XANH_TRIP_0101,VF8VNF_0001,DRV_XANH_0001,2026-01-09T07:24:00,2026-01-09T07:41:00,8,31.865,412059.0,True,13244.0,425303.0,21.01436,105.82145,VF_e34_TAXI,2
XANH_TRIP_0102,VF8VNF_0001,DRV_XANH_0001,2026-01-09T07:46:00,2026-01-09T08:01:00,8,9.173,253025.0,True,46377.0,299402.0,21.097494,105.767731,VF_e34_TAXI,3
XANH_TRIP_0103,VF8VNF_0001,DRV_XANH_0001,2026-01-09T11:03:00,2026-01-09T11:18:00,8,25.428,389987.0,True,11473.0,401460.0,21.082709,105.851151,VF_e34_TAXI,4
XANH_TRIP_0104,VF8VNF_0001,DRV_XANH_0001,2026-01-09T11:34:00,2026-01-09T11:49:00,8,16.254,112710.0,True,22451.0,135161.0,21.050489,105.819931,VF_e34_TAXI,5
XANH_TRIP_0105,VF8VNF_0001,DRV_XANH_0001,2026-01-09T11:54:00,2026-01-09T12:12:00,8,7.725,170266.0,True,42566.0,212832.0,21.003431,105.872767,VF_e34_TAXI,6
XANH_TRIP_0106,VF8VNF_0001,DRV_XANH_0001,2026-01-09T12:20:00,2026-01-09T12:37:00,8,23.818,474812.0,True,63548.0,538360.0,21.080283,105.89463,VF_e34_TAXI,7
XANH_TRIP_0107,VF8VNF_0001,DRV_XANH_0001,2026-01-09T12:53:00,2026-01-09T13:10:00,8,3.701,201894.0,True,22289.0,224183.0,21.097149,105.769733,VF_e34_TAXI,8
XANH_TRIP_0108,VF8VNF_0001,DRV_XANH_0001,2026-01-09T13:15:00,2026-01-09T13:36:00,8,30.417,502305.0,True,35476.0,537781.0,21.025791,105.835151,VF_e34_TAXI,9
XANH_TRIP_0109,VF8VNF_0001,DRV_XANH_0001,2026-01-09T13:41:00,2026-01-09T14:06:00,8,2.897,165628.0,True,11170.0,176798.0,21.09495,105.803771,VF_e34_TAXI,10
XANH_TRIP_0110,VF8VNF_0001,DRV_XANH_0001,2026-01-09T14:22:00,2026-01-09T14:47:00,8,3.701,168143.0,True,31105.0,199248.0,20.967078,105.778475,VF_e34_TAXI,11
XANH_TRIP_0111,VF8VNF_0001,DRV_XANH_0001,2026-01-09T14:52:00,2026-01-09T15:07:00,8,9.173,227487.0,True,117635.0,345122.0,21.042058,105.896902,VF_e34_TAXI,12
XANH_TRIP_0112,VF8VNF_0001,DRV_XANH_0001,2026-01-09T15:27:00,2026-01-09T15:43:00,8,12.07,399989.0,True,109453.0,509442.0,21.089525,105.880436,VF_e34_TAXI,13
XANH_TRIP_0113,VF8VNF_0001,DRV_XANH_0001,2026-01-09T16:09:00,2026-01-09T16:26:00,8,5.15,199995.0,True,24751.0,224746.0,20.972151,105.767505,VF_e34_TAXI,14
XANH_TRIP_0114,VF8VNF_0001,DRV_XANH_0001,2026-01-09T16:31:00,2026-01-09T16:54:00,8,23.014,89129.0,True,28917.0,118046.0,20.983992,105.863224,VF_e34_TAXI,15
XANH_TRIP_0115,VF8VNF_0001,DRV_XANH_0001,2026-01-09T17:09:00,2026-01-09T17:31:00,8,12.714,121036.0,True,35412.0,156448.0,21.015935,105.804803,VF_e34_TAXI,16
XANH_TRIP_0116,VF8VNF_0001,DRV_XANH_0001,2026-01-10T06:29:00,2026-01-10T06:52:00,9,7.403,316560.0,True,101795.0,418355.0,21.01913,105.756387,VF_e34_TAXI,0
XANH_TRIP_0117,VF8VNF_0001,DRV_XANH_0001,2026-01-10T07:22:00,2026-01-10T07:40:00,9,28.485,92314.0,True,81140.0,173454.0,21.006868,105.879862,VF_e34_TAXI,1
XANH_TRIP_0118,VF8VNF_0001,DRV_XANH_0001,2026-01-10T07:45:00,2026-01-10T08:07:00,9,16.737,263474.0,True,81466.0,344940.0,21.097335,105.778385,VF_e34_TAXI,2
XANH_TRIP_0119,VF8VNF_0001,DRV_XANH_0001,2026-01-10T11:50:00,2026-01-10T12:10:00,9,29.612,428711.0,True,30402.0,459113.0,20.987229,105.801854,VF_e34_TAXI,3
XANH_TRIP_0120,VF8VNF_0001,DRV_XANH_0001,2026-01-10T12:15:00,2026-01-10T12:31:00,9,13.358,177028.0,True,24632.0,201660.0,21.074791,105.774517,VF_e34_TAXI,4
XANH_TRIP_0121,VF8VNF_0001,DRV_XANH_0001,2026-01-10T12:42:00,2026-01-10T13:00:00,9,22.209,428488.0,True,20961.0,449449.0,21.003901,105.88403,VF_e34_TAXI,5
XANH_TRIP_0122,VF8VNF_0001,DRV_XANH_0001,2026-01-10T13:37:00,2026-01-10T13:52:00,9,7.242,363667.0,True,21567.0,385234.0,20.976657,105.778285,VF_e34_TAXI,6
XANH_TRIP_0123,VF8VNF_0001,DRV_XANH_0001,2026-01-10T14:08:00,2026-01-10T14:31:00,9,7.403,117516.0,True,19480.0,136996.0,21.076356,105.751913,VF_e34_TAXI,7
XANH_TRIP_0124,VF8VNF_0001,DRV_XANH_0001,2026-01-10T14:45:00,2026-01-10T15:00:00,9,23.979,118186.0,True,79757.0,197943.0,20.950376,105.765597,VF_e34_TAXI,8
XANH_TRIP_0125,VF8VNF_0001,DRV_XANH_0001,2026-01-10T15:16:00,2026-01-10T15:36:00,9,18.347,537342.0,True,35450.0,572792.0,21.050747,105.874301,VF_e34_TAXI,9
XANH_TRIP_0126,VF8VNF_0001,DRV_XANH_0001,2026-01-10T15:53:00,2026-01-10T16:18:00,9,9.978,374396.0,True,38031.0,412427.0,21.031995,105.890652,VF_e34_TAXI,10
XANH_TRIP_0127,VF8VNF_0001,DRV_XANH_0001,2026-01-10T16:46:00,2026-01-10T17:07:00,9,31.382,386857.0,True,76336.0,463193.0,21.000251,105.827851,VF_e34_TAXI,11
XANH_TRIP_0128,VF8VNF_0001,DRV_XANH_0001,2026-01-10T17:12:00,2026-01-10T17:31:00,9,3.701,460786.0,True,99600.0,560386.0,21.08532,105.894976,VF_e34_TAXI,12
XANH_TRIP_0129,VF8VNF_0001,DRV_XANH_0001,2026-01-11T06:00:00,2026-01-11T06:22:00,10,29.129,148250.0,True,32679.0,180929.0,20.972563,105.865556,VF_e34_TAXI,0
XANH_TRIP_0130,VF8VNF_0001,DRV_XANH_0001,2026-01-11T06:33:00,2026-01-11T06:54:00,10,27.842,110419.0,True,23584.0,134003.0,20.956447,105.883143,VF_e34_TAXI,1
