event_id,timestamp,source_system,actor_user_id,session_id,operation,object_type,object_name,trip_id,vehicle_vin,rows_affected,success,client_app,ip_class
DBE_000022,2026-01-01T06:49:38,POSTGRES_DEMO,USR_0052,SES-99518,SELECT,TABLE,user_privileges,XANH_TRIP_3996,VF8VNF_0060,3751,true,Metabase,VPN
DBE_000023,2026-01-15T10:28:28,POSTGRES_DEMO,USR_0034,SES-31569,EXPORT,TABLE,user_privileges,XANH_TRIP_4171,,1504,true,psql,CORP_NET
DBE_000024,2026-01-06T18:00:12,POSTGRES_DEMO,USR_0041,SES-52356,SELECT,TABLE,trips,,,1701,true,DBeaver,CORP_NET
DBE_000025,2026-01-12T23:11:18,POSTGRES_DEMO,USR_0059,SES-43973,SELECT,TABLE,drivers,XANH_TRIP_5919,,2129,true,DBeaver,CORP_NET
DBE_000026,2026-01-14T00:38:24,POSTGRES_DEMO,USR_0038,SES-80104,GRANT,TABLE,user_privileges,,,36,true,DBeaver,UNKNOWN
DBE_000027,2026-01-10T06:35:53,POSTGRES_DEMO,USR_0021,SES-23772,SELECT,TABLE,user_privileges,XANH_TRIP_3356,,831,true,DBeaver,VPN
DBE_000028,2026-01-07T13:49:46,POSTGRES_DEMO,USR_0048,SES-70127,UPDATE,TABLE,drivers,XANH_TRIP_9519,VF8VNF_0031,8,true,psql,UNKNOWN
DBE_000029,2026-01-09T22:10:51,POSTGRES_DEMO,USR_0019,SES-85752,UPDATE,TABLE,drivers,XANH_TRIP_0980,VF8VNF_0038,13,true,DBeaver,VPN
DBE_000030,2026-01-14T17:05:06,POSTGRES_DEMO,USR_0032,SES-92520,SELECT,TABLE,user_privileges,XANH_TRIP_3613,VF8VNF_0047,4743,true,psql,VPN
DBE_000031,2026-01-15T14:20:41,POSTGRES_DEMO,USR_0002,SES-81688,GRANT,TABLE,drivers,,,39,true,Metabase,CORP_NET
DBE_000032,2026-01-01T15:20:16,POSTGRES_DEMO,USR_0022,SES-16518,SELECT,TABLE,drivers,XANH_TRIP_7520,VF8VNF_0021,2546,true,psql,UNKNOWN
DBE_000033,2026-01-06T04:21:39,POSTGRES_DEMO,USR_0049,SES-96891,REVOKE,TABLE,user_privileges,,,34,true,Airflow,CORP_NET
DBE_000034,2026-01-09T00:26:19,POSTGRES_DEMO,USR_0020,SES-92082,EXPORT,TABLE,drivers,XANH_TRIP_3462,VF8VNF_0020,666,true,psql,VPN
DBE_000035,2026-01-07T03:18:59,POSTGRES_DEMO,USR_0039,SES-78922,EXPORT,TABLE,drivers,XANH_TRIP_1680,VF8VNF_0029,4341,true,DBeaver,UNKNOWN
DBE_000036,2026-01-14T11:37:18,POSTGRES_DEMO,USR_0016,SES-93727,SELECT,TABLE,trips,XANH_TRIP_8660,VF8VNF_0045,4959,true,Metabase,CORP_NET
DBE_000037,2026-01-07T23:38:26,POSTGRES_DEMO,USR_0019,SES-58728,REVOKE,TABLE,drivers,,,45,true,DBeaver,UNKNOWN
DBE_000038,2026-01-10T20:22:33,POSTGRES_DEMO,USR_0043,SES-46296,UPDATE,TABLE,user_privileges,XANH_TRIP_5308,VF8VNF_0003,46,true,DBeaver,UNKNOWN
DBE_000039,2026-01-09T15:34:08,POSTGRES_DEMO,USR_0039,SES-99246,SELECT,TABLE,customers,XANH_TRIP_2888,,4762,true,DBeaver,CORP_NET
DBE_000040,2026-01-06T08:14:13,POSTGRES_DEMO,USR_0028,SES-25860,EXPORT,TABLE,user_privileges,XANH_TRIP_1272,,4802,true,DBeaver,UNKNOWN
DBE_000041,2026-01-11T01:07:54,POSTGRES_DEMO,USR_0006,SES-63869,SELECT,TABLE,trips,XANH_TRIP_7548,,477,true,Metabase,UNKNOWN
DBE_000042,2026-01-06T03:50:54,POSTGRES_DEMO,USR_0047,SES-33177,UPDATE,TABLE,customers,XANH_TRIP_2742,,1,true,Airflow,VPN
DBE_000043,2026-01-10T04:42:49,POSTGRES_DEMO,USR_0056,SES-51325,GRANT,TABLE,trips,,,28,true,Airflow,VPN
DBE_000044,2026-01-15T11:13:29,POSTGRES_DEMO,USR_0056,SES-85648,EXPORT,TABLE,drivers,XANH_TRIP_5985,VF8VNF_0013,4214,true,psql,CORP_NET
DBE_000045,2026-01-04T00:59:02,POSTGRES_DEMO,USR_0005,SES-99757,EXPORT,TABLE,user_privileges,XANH_TRIP_8688,VF8VNF_0059,3713,true,psql,CORP_NET
DBE_000046,2026-01-10T12:14:41,POSTGRES_DEMO,USR_0024,SES-28090,UPDATE,TABLE,drivers,,,50,true,psql,VPN
DBE_000047,2026-01-04T13:22:02,POSTGRES_DEMO,USR_0031,SES-95124,GRANT,TABLE,user_privileges,,,27,true,DBeaver,VPN
DBE_000048,2026-01-11T16:47:32,POSTGRES_DEMO,USR_0005,SES-37269,UPDATE,TABLE,customers,XANH_TRIP_0223,VF8VNF_0042,13,true,Metabase,CORP_NET
DBE_000049,2026-01-05T00:11:31,POSTGRES_DEMO,USR_0041,SES-35823,REVOKE,TABLE,drivers,,,2,true,Airflow,UNKNOWN
DBE_000050,2026-01-02T01:29:04,POSTGRES_DEMO,USR_0021,SES-83073,REVOKE,TABLE,user_privileges,,,6,true,DBeaver,VPN
DBE_000051,2026-01-02T12:58:05,POSTGRES_DEMO,USR_0033,SES-21502,SELECT,TABLE,drivers,XANH_TRIP_9174,,1936,true,DataTrustOS,CORP_NET
DBE_000052,2026-01-02T23:05:21,POSTGRES_DEMO,USR_0030,SES-37648,EXPORT,TABLE,customers,XANH_TRIP_3989,VF8VNF_0026,1598,true,Airflow,UNKNOWN
DBE_000053,2026-01-12T02:01:55,POSTGRES_DEMO,USR_0040,SES-93375,REVOKE,TABLE,user_privileges,,,16,true,psql,CORP_NET
DBE_000054,2026-01-01T09:27:21,POSTGRES_DEMO,USR_0039,SES-61941,EXPORT,TABLE,user_privileges,XANH_TRIP_5199,,161,true,Metabase,UNKNOWN
DBE_000055,2026-01-09T10:40:18,POSTGRES_DEMO,USR_0055,SES-99878,SELECT,TABLE,customers,XANH_TRIP_9209,VF8VNF_0020,2082,true,Metabase,UNKNOWN
DBE_000056,2026-01-02T12:26:53,POSTGRES_DEMO,USR_0060,SES-55190,UPDATE,TABLE,drivers,,,39,true,DataTrustOS,CORP_NET
DBE_000057,2026-01-03T04:05:05,POSTGRES_DEMO,USR_0052,SES-88060,SELECT,TABLE,customers,XANH_TRIP_8012,VF8VNF_0014,1275,true,Metabase,UNKNOWN
DBE_000058,2026-01-04T15:57:20,POSTGRES_DEMO,USR_0013,SES-39146,GRANT,TABLE,customers,,,43,true,DBeaver,UNKNOWN
DBE_000059,2026-01-03T04:01:26,POSTGRES_DEMO,USR_0021,SES-30742,UPDATE,TABLE,drivers,,,28,true,Metabase,CORP_NET
DBE_000060,2026-01-09T06:12:02,POSTGRES_DEMO,USR_0055,SES-62703,UPDATE,TABLE,drivers,XANH_TRIP_9953,,10,true,Metabase,UNKNOWN
DBE_000061,2026-01-13T08:10:28,POSTGRES_DEMO,USR_0038,SES-66562,REVOKE,TABLE,customers,,,33,true,DBeaver,UNKNOWN
DBE_000062,2026-01-11T14:27:18,POSTGRES_DEMO,USR_0015,SES-34870,SELECT,TABLE,user_privileges,XANH_TRIP_7250,,4155,true,DataTrustOS,UNKNOWN
DBE_000063,2026-01-04T22:53:39,POSTGRES_DEMO,USR_0048,SES-56992,REVOKE,TABLE,trips,,,49,false,psql,CORP_NET
DBE_000064,2026-01-12T05:55:00,POSTGRES_DEMO,USR_0015,SES-33984,GRANT,TABLE,customers,,,32,true,Metabase,CORP_NET
DBE_000065,2026-01-04T21:09:23,POSTGRES_DEMO,USR_0002,SES-39360,GRANT,TABLE,user_privileges,,,26,true,DBeaver,CORP_NET
DBE_000066,2026-01-09T16:06:36,POSTGRES_DEMO,USR_0020,SES-60611,EXPORT,TABLE,trips,XANH_TRIP_0447,VF8VNF_0036,1990,true,DataTrustOS,CORP_NET
DBE_000067,2026-01-10T17:59:00,POSTGRES_DEMO,USR_0043,SES-40503,REVOKE,TABLE,drivers,,,6,true,DBeaver,VPN
DBE_000068,2026-01-13T15:33:32,POSTGRES_DEMO,USR_0059,SES-40152,GRANT,TABLE,customers,,,48,true,Metabase,VPN
DBE_000069,2026-01-14T19:18:05,POSTGRES_DEMO,USR_0023,SES-65149,SELECT,TABLE,drivers,XANH_TRIP_8261,VF8VNF_0058,3382,true,DBeaver,CORP_NET
DBE_000070,2026-01-14T10:23:21,POSTGRES_DEMO,USR_0059,SES-86402,UPDATE,TABLE,customers,XANH_TRIP_3459,VF8VNF_0037,37,true,DBeaver,CORP_NET
DBE_000071,2026-01-08T22:55:10,POSTGRES_DEMO,USR_0035,SES-23800,SELECT,TABLE,drivers,XANH_TRIP_3111,VF8VNF_0059,3903,true,Metabase,VPN
DBE_000072,2026-01-12T14:08:48,POSTGRES_DEMO,USR_0019,SES-18267,SELECT,TABLE,user_privileges,,,2186,true,psql,CORP_NET
DBE_000073,2026-01-14T22:21:25,POSTGRES_DEMO,USR_0031,SES-35203,GRANT,TABLE,customers,,,50,true,Airflow,CORP_NET
DBE_000074,2026-01-04T06:52:37,POSTGRES_DEMO,USR_0029,SES-90725,UPDATE,TABLE,trips,XANH_TRIP_6087,,4,true,Metabase,UNKNOWN
DBE_000075,2026-01-11T19:15:13,POSTGRES_DEMO,USR_0010,SES-30483,GRANT,TABLE,customers,,,7,true,Airflow,CORP_NET
DBE_000076,2026-01-04T00:32:59,POSTGRES_DEMO,USR_0001,SES-76082,GRANT,TABLE,trips,,,2,true,psql,CORP_NET
DBE_000077,2026-01-01T17:31:43,POSTGRES_DEMO,USR_0026,SES-96517,SELECT,TABLE,customers,,,916,true,DataTrustOS,UNKNOWN
DBE_000078,2026-01-01T19:01:09,POSTGRES_DEMO,USR_0025,SES-86474,SELECT,TABLE,user_privileges,,,1041,true,Airflow,VPN
DBE_000079,2026-01-05T22:12:38,POSTGRES_DEMO,USR_0005,SES-20501,REVOKE,TABLE,drivers,,,47,true,Metabase,UNKNOWN
DBE_000080,2026-01-15T05:11:46,POSTGRES_DEMO,USR_0040,SES-57534,SELECT,TABLE,customers,XANH_TRIP_2117,VF8VNF_0040,4968,true,DBeaver,VPN
DBE_000081,2026-01-03T16:43:53,POSTGRES_DEMO,USR_0017,SES-91504,GRANT,TABLE,trips,,,50,false,psql,CORP_NET
DBE_000082,2026-01-11T11:02:27,POSTGRES_DEMO,USR_0032,SES-33241,UPDATE,TABLE,customers,XANH_TRIP_7440,,23,true,Metabase,UNKNOWN
DBE_000083,2026-01-09T08:11:43,POSTGRES_DEMO,USR_0024,SES-11398,GRANT,TABLE,user_privileges,,,49,true,Airflow,CORP_NET
DBE_000084,2026-01-05T14:01:51,POSTGRES_DEMO,USR_0017,SES-30623,UPDATE,TABLE,trips,XANH_TRIP_4658,VF8VNF_0050,21,true,psql,VPN
DBE_000085,2026-01-11T15:38:11,POSTGRES_DEMO,USR_0048,SES-14481,EXPORT,TABLE,user_privileges,XANH_TRIP_4706,VF8VNF_0005,3416,true,DataTrustOS,CORP_NET
DBE_000086,2026-01-10T05:41:07,POSTGRES_DEMO,USR_0014,SES-21262,EXPORT,TABLE,user_privileges,XANH_TRIP_0356,,3569,true,DataTrustOS,UNKNOWN
DBE_000087,2026-01-07T00:17:59,POSTGRES_DEMO,USR_0025,SES-34631,REVOKE,TABLE,user_privileges,,,30,true,Airflow,CORP_NET
DBE_000088,2026-01-09T03:27:17,POSTGRES_DEMO,USR_0054,SES-11690,SELECT,TABLE,trips,,,3203,true,Airflow,VPN
DBE_000089,2026-01-04T15:42:03,POSTGRES_DEMO,USR_0002,SES-62161,EXPORT,TABLE,trips,XANH_TRIP_2072,VF8VNF_0054,4707,true,Metabase,VPN
DBE_000090,2026-01-12T05:26:26,POSTGRES_DEMO,USR_0011,SES-74230,GRANT,TABLE,user_privileges,,,50,true,DataTrustOS,UNKNOWN
DBE_000091,2026-01-13T01:51:31,POSTGRES_DEMO,USR_0060,SES-23918,UPDATE,TABLE,drivers,XANH_TRIP_3554,,30,true,DBeaver,UNKNOWN
DBE_000092,2026-01-05T02:59:06,POSTGRES_DEMO,USR_0001,SES-60465,SELECT,TABLE,drivers,XANH_TRIP_6645,,1025,true,DataTrustOS,VPN
DBE_000093,2026-01-03T21:21:16,POSTGRES_DEMO,USR_0002,SES-97915,UPDATE,TABLE,trips,XANH_TRIP_1817,,29,true,DataTrustOS,CORP_NET
DBE_000094,2026-01-06T02:45:04,POSTGRES_DEMO,USR_0013,SES-44248,SELECT,TABLE,drivers,XANH_TRIP_7376,VF8VNF_0017,1343,true,psql,VPN
DBE_000095,2026-01-05T13:12:40,POSTGRES_DEMO,USR_0020,SES-40028,SELECT,TABLE,user_privileges,XANH_TRIP_6092,,1895,true,Airflow,CORP_NET
DBE_000096,2026-01-05T23:40:59,POSTGRES_DEMO,USR_0014,SES-71509,SELECT,TABLE,user_privileges,XANH_TRIP_0402,,3793,true,DataTrustOS,CORP_NET
DBE_000097,2026-01-14T04:49:59,POSTGRES_DEMO,USR_0028,SES-24985,GRANT,TABLE,trips,,,43,true,DBeaver,UNKNOWN
DBE_000098,2026-01-13T05:53:07,POSTGRES_DEMO,USR_0059,SES-98766,REVOKE,TABLE,user_privileges,,,41,true,Airflow,CORP_NET
DBE_000099,2026-01-10T08:24:11,POSTGRES_DEMO,USR_0007,SES-56850,REVOKE,TABLE,trips,,,12,true,psql,VPN
DBE_000100,2026-01-03T20:04:18,POSTGRES_DEMO,USR_0003,SES-84063,SELECT,TABLE,user_privileges,XANH_TRIP_4488,VF8VNF_0006,4354,true,DBeaver,CORP_NET
DBE_000101,2026-01-03T13:23:14,POSTGRES_DEMO,USR_0033,SES-77521,UPDATE,TABLE,drivers,XANH_TRIP_4581,VF8VNF_0018,21,true,Metabase,CORP_NET
DBE_000102,2026-01-02T16:17:32,POSTGRES_DEMO,USR_0014,SES-65908,GRANT,TABLE,drivers,,,9,true,DataTrustOS,UNKNOWN
DBE_000103,2026-01-02T23:40:25,POSTGRES_DEMO,USR_0012,SES-48169,SELECT,TABLE,drivers,XANH_TRIP_9809,,816,true,DBeaver,UNKNOWN
DBE_000104,2026-01-08T17:57:15,POSTGRES_DEMO,USR_0056,SES-14415,REVOKE,TABLE,drivers,,,40,true,Airflow,CORP_NET
DBE_000105,2026-01-04T12:58:44,POSTGRES_DEMO,USR_0054,SES-78422,SELECT,TABLE,user_privileges,,,3118,true,Metabase,VPN
DBE_000106,2026-01-13T11:57:12,POSTGRES_DEMO,USR_0035,SES-11877,SELECT,TABLE,user_privileges,XANH_TRIP_10117,VF8VNF_0046,1343,true,DBeaver,UNKNOWN
DBE_000107,2026-01-10T23:24:25,POSTGRES_DEMO,USR_0007,SES-33893,UPDATE,TABLE,customers,,,32,true,DBeaver,VPN
DBE_000108,2026-01-07T21:18:06,POSTGRES_DEMO,USR_0029,SES-21309,SELECT,TABLE,drivers,XANH_TRIP_4561,VF8VNF_0024,2008,true,Metabase,VPN
DBE_000109,2026-01-12T10:19:04,POSTGRES_DEMO,USR_0049,SES-67164,GRANT,TABLE,drivers,,,26,true,Metabase,CORP_NET
DBE_000110,2026-01-02T05:07:39,POSTGRES_DEMO,USR_0020,SES-84635,REVOKE,TABLE,trips,,,32,true,psql,UNKNOWN
DBE_000111,2026-01-01T16:55:41,POSTGRES_DEMO,USR_0014,SES-93375,UPDATE,TABLE,drivers,,,39,true,psql,VPN
DBE_000112,2026-01-03T01:01:11,POSTGRES_DEMO,USR_0013,SES-85090,SELECT,TABLE,customers,XANH_TRIP_3156,,2877,true,DBeaver,UNKNOWN
DBE_000113,2026-01-09T08:28:11,POSTGRES_DEMO,USR_0058,SES-12418,GRANT,TABLE,drivers,,,24,true,DataTrustOS,VPN
DBE_000114,2026-01-06T05:48:38,POSTGRES_DEMO,USR_0012,SES-47441,SELECT,TABLE,user_privileges,XANH_TRIP_3010,VF8VNF_0013,4176,true,psql,CORP_NET
DBE_000115,2026-01-07T06:47:45,POSTGRES_DEMO,USR_0029,SES-48837,SELECT,TABLE,trips,XANH_TRIP_4954,VF8VNF_0050,2179,true,DataTrustOS,VPN
DBE_000116,2026-01-04T06:25:10,POSTGRES_DEMO,USR_0037,SES-23586,EXPORT,TABLE,customers,XANH_TRIP_0676,VF8VNF_0044,4012,true,Metabase,VPN
DBE_000117,2026-01-07T13:52:39,POSTGRES_DEMO,USR_0020,SES-22985,GRANT,TABLE,drivers,,,24,true,psql,VPN
DBE_000118,2026-01-14T17:22:32,POSTGRES_DEMO,USR_0031,SES-95310,EXPORT,TABLE,drivers,XANH_TRIP_1284,,1948,true,DataTrustOS,UNKNOWN
DBE_000119,2026-01-01T10:06:35,POSTGRES_DEMO,USR_0024,SES-41386,SELECT,TABLE,trips,XANH_TRIP_2285,VF8VNF_0010,3069,true,psql,UNKNOWN
DBE_000120,2026-01-06T12:43:40,POSTGRES_DEMO,USR_0050,SES-41377,UPDATE,TABLE,drivers,XANH_TRIP_0206,VF8VNF_0011,8,true,DataTrustOS,VPN
DBE_000121,2026-01-01T21:03:25,POSTGRES_DEMO,USR_0029,SES-22058,SELECT,TABLE,drivers,,,4778,true,Metabase,CORP_NET
DBE_000122,2026-01-02T22:44:49,POSTGRES_DEMO,USR_0054,SES-28483,SELECT,TABLE,trips,XANH_TRIP_0043,,2677,true,psql,VPN
DBE_000123,2026-01-14T17:17:13,POSTGRES_DEMO,USR_0007,SES-20661,SELECT,TABLE,trips,XANH_TRIP_8452,VF8VNF_0009,1866,true,Metabase,UNKNOWN
DBE_000124,2026-01-11T19:50:07,POSTGRES_DEMO,USR_0025,SES-38268,SELECT,TABLE,trips,,,2010,true,Airflow,VPN
DBE_000125,2026-01-09T01:44:20,POSTGRES_DEMO,USR_0002,SES-14715,SELECT,TABLE,customers,XANH_TRIP_8448,VF8VNF_0027,729,true,DataTrustOS,CORP_NET
DBE_000126,2026-01-01T06:05:33,POSTGRES_DEMO,USR_0008,SES-23501,REVOKE,TABLE,trips,,,38,true,DBeaver,UNKNOWN
DBE_000127,2026-01-09T21:55:23,POSTGRES_DEMO,USR_0047,SES-38400,SELECT,TABLE,customers,,,2903,true,DBeaver,UNKNOWN
DBE_000128,2026-01-07T15:54:11,POSTGRES_DEMO,USR_0037,SES-82224,UPDATE,TABLE,customers,,,17,true,DBeaver,UNKNOWN
DBE_000129,2026-01-02T11:56:46,POSTGRES_DEMO,USR_0026,SES-49186,SELECT,TABLE,trips,XANH_TRIP_3213,VF8VNF_0039,3251,true,Metabase,VPN
DBE_000130,2026-01-05T22:53:41,POSTGRES_DEMO,USR_0037,SES-34690,GRANT,TABLE,drivers,,,48,true,Airflow,UNKNOWN
DBE_000131,2026-01-03T07:30:14,POSTGRES_DEMO,USR_0036,SES-78019,SELECT,TABLE,user_privileges,XANH_TRIP_8645,VF8VNF_0036,1391,true,Metabase,VPN
DBE_000132,2026-01-04T10:35:34,POSTGRES_DEMO,USR_0059,SES-99820,UPDATE,TABLE,trips,XANH_TRIP_7266,,23,true,Metabase,UNKNOWN
DBE_000133,2026-01-15T10:52:55,POSTGRES_DEMO,USR_0012,SES-51978,UPDATE,TABLE,trips,,,30,true,Metabase,UNKNOWN
DBE_000134,2026-01-05T22:40:36,POSTGRES_DEMO,USR_0001,SES-58576,UPDATE,TABLE,drivers,XANH_TRIP_1628,VF8VNF_0023,8,true,DBeaver,CORP_NET
DBE_000135,2026-01-04T05:55:20,POSTGRES_DEMO,USR_0031,SES-19080,SELECT,TABLE,user_privileges,,,1082,true,Airflow,VPN
DBE_000136,2026-01-07T18:54:11,POSTGRES_DEMO,USR_0017,SES-61701,SELECT,TABLE,user_privileges,XANH_TRIP_0745,VF8VNF_0028,4931,true,Metabase,UNKNOWN
DBE_000137,2026-01-05T20:31:59,POSTGRES_DEMO,USR_0032,SES-78161,SELECT,TABLE,drivers,XANH_TRIP_2337,VF8VNF_0047,1514,true,Metabase,CORP_NET
DBE_000138,2026-01-04T05:09:39,POSTGRES_DEMO,USR_0030,SES-96230,EXPORT,TABLE,trips,XANH_TRIP_5917,,2271,true,Metabase,UNKNOWN
DBE_000139,2026-01-04T01:46:43,POSTGRES_DEMO,USR_0036,SES-80034,EXPORT,TABLE,drivers,XANH_TRIP_9017,VF8VNF_0027,3468,true,Metabase,VPN
DBE_000140,2026-01-12T15:08:05,POSTGRES_DEMO,USR_0053,SES-85932,GRANT,TABLE,customers,,,22,true,DataTrustOS,UNKNOWN
DBE_000141,2026-01-06T05:04:21,POSTGRES_DEMO,USR_0032,SES-43033,UPDATE,TABLE,trips,XANH_TRIP_5927,VF8VNF_0051,48,true,DataTrustOS,VPN
DBE_000142,2026-01-02T15:41:50,POSTGRES_DEMO,USR_0020,SES-30814,EXPORT,TABLE,drivers,XANH_TRIP_4851,,275,true,DataTrustOS,CORP_NET
DBE_000143,2026-01-01T11:48:17,POSTGRES_DEMO,USR_0019,SES-39913,UPDATE,TABLE,trips,XANH_TRIP_1589,,11,true,Airflow,VPN
DBE_000144,2026-01-06T20:28:47,POSTGRES_DEMO,USR_0052,SES-43707,SELECT,TABLE,drivers,,,3088,true,DBeaver,VPN
DBE_000145,2026-01-04T12:34:40,POSTGRES_DEMO,USR_0013,SES-29335,SELECT,TABLE,drivers,,,2162,true,Metabase,CORP_NET
DBE_000146,2026-01-09T23:02:45,POSTGRES_DEMO,USR_0056,SES-45359,UPDATE,TABLE,customers,XANH_TRIP_8610,VF8VNF_0011,30,true,Airflow,VPN
DBE_000147,2026-01-09T05:23:29,POSTGRES_DEMO,USR_0040,SES-81012,SELECT,TABLE,trips,XANH_TRIP_0997,VF8VNF_0057,480,true,DBeaver,CORP_NET
DBE_000148,2026-01-11T05:53:49,POSTGRES_DEMO,USR_0051,SES-84644,GRANT,TABLE,customers,,,34,true,DBeaver,UNKNOWN
DBE_000149,2026-01-02T18:34:46,POSTGRES_DEMO,USR_0028,SES-59247,SELECT,TABLE,trips,XANH_TRIP_3976,VF8VNF_0010,4947,true,DBeaver,VPN
DBE_000150,2026-01-15T02:58:16,POSTGRES_DEMO,USR_0011,SES-83150,REVOKE,TABLE,drivers,,,5,true,psql,CORP_NET
DBE_000151,2026-01-15T15:50:10,POSTGRES_DEMO,USR_0010,SES-76863,EXPORT,TABLE,drivers,XANH_TRIP_10185,VF8VNF_0016,4196,true,psql,UNKNOWN
DBE_000152,2026-01-13T22:46:20,POSTGRES_DEMO,USR_0039,SES-19809,EXPORT,TABLE,drivers,,,1580,true,psql,VPN
DBE_000153,2026-01-03T20:36:50,POSTGRES_DEMO,USR_0041,SES-35376,SELECT,TABLE,drivers,XANH_TRIP_5038,,1725,true,DataTrustOS,VPN
DBE_000154,2026-01-07T01:41:48,POSTGRES_DEMO,USR_0016,SES-58399,GRANT,TABLE,user_privileges,,,22,true,psql,VPN
DBE_000155,2026-01-01T08:00:49,POSTGRES_DEMO,USR_0055,SES-87409,SELECT,TABLE,customers,,,2293,true,DataTrustOS,UNKNOWN
DBE_000156,2026-01-06T22:50:16,POSTGRES_DEMO,USR_0002,SES-47767,EXPORT,TABLE,trips,XANH_TRIP_8277,VF8VNF_0060,4238,true,Airflow,UNKNOWN
DBE_000157,2026-01-09T10:12:22,POSTGRES_DEMO,USR_0045,SES-68487,UPDATE,TABLE,trips,XANH_TRIP_2057,,50,true,psql,UNKNOWN
DBE_000158,2026-01-13T09:49:27,POSTGRES_DEMO,USR_0021,SES-21113,UPDATE,TABLE,trips,XANH_TRIP_0769,,7,true,DataTrustOS,VPN
DBE_000159,2026-01-12T21:34:07,POSTGRES_DEMO,USR_0040,SES-35071,SELECT,TABLE,trips,,,3633,true,psql,VPN
DBE_000160,2026-01-15T15:47:56,POSTGRES_DEMO,USR_0003,SES-71291,SELECT,TABLE,customers,XANH_TRIP_6731,VF8VNF_0054,1339,true,DataTrustOS,CORP_NET
DBE_000161,2026-01-04T13:06:26,POSTGRES_DEMO,USR_0017,SES-99066,SELECT,TABLE,drivers,XANH_TRIP_2885,,1479,true,Metabase,UNKNOWN
