privilege_id,user_id,role_id,dataset,privilege,scope,contains_sensitive_data,granted_at,expires_at,is_active,grant_source
PRV_00029,USR_0017,ROLE_ANALYST,drivers,EXPORT,OWN_TEAM,true,2026-01-01T13:01:30,2027-01-01T13:01:30,true,ACCESS_REQUEST
PRV_00030,USR_0018,ROLE_FINANCE_OPS,db_audit_events,UPDATE,GLOBAL,false,2026-01-14T11:05:22,2027-01-14T11:05:22,true,ACCESS_REQUEST
PRV_00031,USR_0018,ROLE_FINANCE_OPS,trips,UPDATE,GLOBAL,false,2026-01-03T12:59:19,2026-04-03T12:59:19,true,ACCESS_REQUEST
PRV_00032,USR_0019,ROLE_ANALYST,control_results,SELECT,COUNTRY,false,2026-01-09T13:32:33,2027-01-09T13:32:33,true,ACCESS_REQUEST
PRV_00033,USR_0019,ROLE_ANALYST,control_results,SELECT,GLOBAL,false,2026-01-13T03:07:17,2026-07-12T03:07:17,true,MIGRATION
PRV_00034,USR_0019,ROLE_ANALYST,trips,EXPORT,DEPARTMENT,false,2026-01-13T21:14:49,2026-07-12T21:14:49,true,MANUAL_ADMIN
PRV_00035,USR_0020,ROLE_ANALYST,customers,UPDATE,COUNTRY,true,2026-01-03T12:58:28,2026-07-02T12:58:28,true,MANUAL_ADMIN
PRV_00036,USR_0020,ROLE_ANALYST,customers,EXPORT,DEPARTMENT,true,2026-01-06T11:33:24,2026-04-06T11:33:24,true,ACCESS_REQUEST
PRV_00037,USR_0021,ROLE_DATA_ENGINEER,drivers,SELECT,GLOBAL,true,2026-01-11T12:31:29,2026-04-11T12:31:29,true,MIGRATION
PRV_00038,USR_0021,ROLE_DATA_ENGINEER,drivers,SELECT,OWN_TEAM,true,2026-01-11T09:21:37,2026-07-10T09:21:37,true,ACCESS_REQUEST
PRV_00039,USR_0022,ROLE_ANALYST,control_results,EXPORT,GLOBAL,false,2026-01-01T18:41:06,2027-01-01T18:41:06,true,MIGRATION
PRV_00040,USR_0022,ROLE_ANALYST,finance_reconciliation,EXPORT,COUNTRY,true,2026-01-02T01:44:28,2027-01-02T01:44:28,true,ACCESS_REQUEST
PRV_00041,USR_0022,ROLE_ANALYST,control_results,UPDATE,COUNTRY,false,2026-01-07T00:05:44,2026-04-07T00:05:44,true,ACCESS_REQUEST
PRV_00042,USR_0023,ROLE_VIEWER,drivers,SELECT,COUNTRY,true,2026-01-02T02:34:40,2027-01-02T02:34:40,true,MIGRATION
PRV_00043,USR_0023,ROLE_VIEWER,drivers,EXPORT,DEPARTMENT,true,2026-01-11T09:09:33,2027-01-11T09:09:33,true,MIGRATION
PRV_00044,USR_0023,ROLE_VIEWER,db_audit_events,SELECT,GLOBAL,false,2026-01-03T12:36:29,2026-07-02T12:36:29,true,ACCESS_REQUEST
PRV_00045,USR_0024,ROLE_ANALYST,drivers,UPDATE,GLOBAL,true,2026-01-09T10:31:37,2027-01-09T10:31:37,true,MIGRATION
PRV_00046,USR_0024,ROLE_ANALYST,control_results,SELECT,OWN_TEAM,false,2026-01-09T09:10:24,2027-01-09T09:10:24,true,MANUAL_ADMIN
PRV_00047,USR_0025,ROLE_ANALYST,trips,SELECT,DEPARTMENT,false,2026-01-11T07:40:12,2027-01-11T07:40:12,true,MANUAL_ADMIN
PRV_00048,USR_0025,ROLE_ANALYST,control_results,EXPORT,GLOBAL,false,2026-01-03T03:36:54,2027-01-03T03:36:54,true,MIGRATION
PRV_00049,USR_0026,ROLE_FINANCE_OPS,customers,EXPORT,COUNTRY,true,2026-01-10T22:27:12,2027-01-10T22:27:12,true,MANUAL_ADMIN
PRV_00050,USR_0026,ROLE_FINANCE_OPS,trips,SELECT,COUNTRY,false,2026-01-09T20:03:08,2027-01-09T20:03:08,true,ACCESS_REQUEST
PRV_00051,USR_0027,ROLE_VIEWER,drivers,SELECT,COUNTRY,true,2026-01-14T08:20:25,2026-04-14T08:20:25,false,MIGRATION
PRV_00052,USR_0027,ROLE_VIEWER,drivers,SELECT,OWN_TEAM,true,2026-01-05T08:11:44,2026-04-05T08:11:44,true,MANUAL_ADMIN
PRV_00053,USR_0028,ROLE_VIEWER,customers,SELECT,DEPARTMENT,true,2026-01-11T12:08:22,2026-07-10T12:08:22,true,MIGRATION
PRV_00054,USR_0028,ROLE_VIEWER,db_audit_events,EXPORT,COUNTRY,false,2026-01-10T09:33:33,2026-07-09T09:33:33,true,ACCESS_REQUEST
PRV_00055,USR_0028,ROLE_VIEWER,control_results,SELECT,OWN_TEAM,false,2026-01-14T01:11:00,2026-07-13T01:11:00,true,MANUAL_ADMIN
PRV_00056,USR_0029,ROLE_ANALYST,control_results,SELECT,DEPARTMENT,false,2026-01-06T10:39:42,2027-01-06T10:39:42,true,ACCESS_REQUEST
PRV_00057,USR_0030,ROLE_VIEWER,trips,SELECT,COUNTRY,false,2026-01-10T11:00:37,2026-04-10T11:00:37,true,MIGRATION
PRV_00058,USR_0030,ROLE_VIEWER,finance_reconciliation,SELECT,OWN_TEAM,true,2026-01-04T03:50:19,2026-07-03T03:50:19,true,ACCESS_REQUEST
PRV_00059,USR_0030,ROLE_VIEWER,control_results,ADMIN,OWN_TEAM,false,2026-01-13T03:02:44,2027-01-13T03:02:44,true,ACCESS_REQUEST
PRV_00060,USR_0031,ROLE_VIEWER,db_audit_events,EXPORT,GLOBAL,false,2026-01-14T08:51:03,2026-04-14T08:51:03,true,MANUAL_ADMIN
PRV_00061,USR_0031,ROLE_VIEWER,finance_reconciliation,EXPORT,GLOBAL,true,2026-01-09T20:33:20,2027-01-09T20:33:20,true,MIGRATION
PRV_00062,USR_0032,ROLE_ANALYST,finance_reconciliation,EXPORT,GLOBAL,true,2026-01-04T18:13:35,2027-01-04T18:13:35,true,MIGRATION
PRV_00063,USR_0033,ROLE_FINANCE_OPS,finance_reconciliation,UPDATE,DEPARTMENT,true,2026-01-15T02:53:01,2026-07-14T02:53:01,true,MIGRATION
PRV_00064,USR_0033,ROLE_FINANCE_OPS,trips,EXPORT,COUNTRY,false,2026-01-05T10:46:09,2026-07-04T10:46:09,true,ACCESS_REQUEST
PRV_00065,USR_0033,ROLE_FINANCE_OPS,db_audit_events,EXPORT,COUNTRY,false,2026-01-14T15:17:31,2026-07-13T15:17:31,true,MIGRATION
PRV_00066,USR_0034,ROLE_FINANCE_OPS,finance_reconciliation,EXPORT,OWN_TEAM,true,2026-01-04T23:43:02,2027-01-04T23:43:02,true,ACCESS_REQUEST
PRV_00067,USR_0034,ROLE_FINANCE_OPS,control_results,SELECT,GLOBAL,false,2026-01-03T22:36:49,2026-07-02T22:36:49,true,ACCESS_REQUEST
PRV_00068,USR_0035,ROLE_ANALYST,customers,SELECT,OWN_TEAM,true,2026-01-10T10:40:38,2026-07-09T10:40:38,true,MANUAL_ADMIN
PRV_00069,USR_0036,ROLE_FINANCE_OPS,drivers,ADMIN,DEPARTMENT,true,2026-01-02T16:37:36,2026-07-01T16:37:36,true,MANUAL_ADMIN
PRV_00070,USR_0036,ROLE_FINANCE_OPS,control_results,SELECT,OWN_TEAM,false,2026-01-14T16:39:53,2026-07-13T16:39:53,true,MANUAL_ADMIN
PRV_00071,USR_0036,ROLE_FINANCE_OPS,drivers,SELECT,GLOBAL,true,2026-01-12T06:24:31,2027-01-12T06:24:31,true,MANUAL_ADMIN
PRV_00072,USR_0037,ROLE_DATA_ENGINEER,finance_reconciliation,SELECT,COUNTRY,true,2026-01-06T02:55:54,2027-01-06T02:55:54,true,MIGRATION
PRV_00073,USR_0038,ROLE_DATA_ENGINEER,finance_reconciliation,SELECT,COUNTRY,true,2026-01-09T13:56:18,2026-07-08T13:56:18,true,ACCESS_REQUEST
PRV_00074,USR_0038,ROLE_DATA_ENGINEER,drivers,SELECT,GLOBAL,true,2026-01-15T04:04:48,2026-04-15T04:04:48,true,MIGRATION
PRV_00075,USR_0039,ROLE_STEWARD,finance_reconciliation,SELECT,GLOBAL,true,2026-01-15T12:10:07,2026-04-15T12:10:07,true,ACCESS_REQUEST
PRV_00076,USR_0039,ROLE_STEWARD,drivers,SELECT,COUNTRY,true,2026-01-05T22:13:48,2026-07-04T22:13:48,true,ACCESS_REQUEST
PRV_00077,USR_0039,ROLE_STEWARD,drivers,UPDATE,COUNTRY,true,2026-01-10T10:27:49,2027-01-10T10:27:49,true,MIGRATION
PRV_00078,USR_0040,ROLE_ANALYST,db_audit_events,SELECT,COUNTRY,false,2026-01-04T11:52:21,2026-07-03T11:52:21,true,MANUAL_ADMIN
PRV_00079,USR_0041,ROLE_FINANCE_OPS,trips,UPDATE,GLOBAL,false,2026-01-03T03:40:51,2026-07-02T03:40:51,true,MIGRATION
PRV_00080,USR_0042,ROLE_FINANCE_OPS,drivers,SELECT,DEPARTMENT,true,2026-01-13T18:43:43,2026-07-12T18:43:43,true,MIGRATION
PRV_00081,USR_0042,ROLE_FINANCE_OPS,db_audit_events,SELECT,DEPARTMENT,false,2026-01-09T16:12:12,2026-04-09T16:12:12,true,ACCESS_REQUEST
PRV_00082,USR_0043,ROLE_VIEWER,trips,UPDATE,DEPARTMENT,false,2026-01-02T00:33:18,2026-07-01T00:33:18,true,MIGRATION
PRV_00083,USR_0043,ROLE_VIEWER,control_results,ADMIN,GLOBAL,false,2026-01-06T13:09:34,2026-04-06T13:09:34,true,MIGRATION
PRV_00084,USR_0043,ROLE_VIEWER,finance_reconciliation,SELECT,DEPARTMENT,true,2026-01-15T00:21:06,2026-07-14T00:21:06,true,MANUAL_ADMIN
PRV_00085,USR_0044,ROLE_VIEWER,control_results,UPDATE,COUNTRY,false,2026-01-08T01:42:20,2026-07-07T01:42:20,true,MANUAL_ADMIN
PRV_00086,USR_0045,ROLE_ANALYST,finance_reconciliation,ADMIN,OWN_TEAM,true,2026-01-14T21:27:00,2027-01-14T21:27:00,true,MANUAL_ADMIN
PRV_00087,USR_0046,ROLE_VIEWER,customers,SELECT,GLOBAL,true,2026-01-01T06:07:38,2026-06-30T06:07:38,true,ACCESS_REQUEST
PRV_00088,USR_0046,ROLE_VIEWER,customers,EXPORT,GLOBAL,true,2026-01-14T01:13:02,2026-04-14T01:13:02,true,MIGRATION
PRV_00089,USR_0047,ROLE_VIEWER,drivers,EXPORT,OWN_TEAM,true,2026-01-01T10:11:07,2026-04-01T10:11:07,true,MANUAL_ADMIN
PRV_00090,USR_0048,ROLE_DATA_ENGINEER,customers,SELECT,GLOBAL,true,2026-01-13T23:30:17,2026-07-12T23:30:17,true,MANUAL_ADMIN
PRV_00091,USR_0048,ROLE_DATA_ENGINEER,drivers,SELECT,GLOBAL,true,2026-01-11T20:40:52,2026-07-10T20:40:52,true,MIGRATION
PRV_00092,USR_0049,ROLE_STEWARD,trips,EXPORT,OWN_TEAM,false,2026-01-06T23:33:30,2026-04-06T23:33:30,true,MIGRATION
PRV_00093,USR_0049,ROLE_STEWARD,drivers,SELECT,OWN_TEAM,true,2026-01-09T15:29:37,2026-04-09T15:29:37,true,ACCESS_REQUEST
PRV_00094,USR_0049,ROLE_STEWARD,trips,SELECT,COUNTRY,false,2026-01-12T16:13:24,2026-04-12T16:13:24,true,ACCESS_REQUEST
PRV_00095,USR_0050,ROLE_FINANCE_OPS,db_audit_events,SELECT,COUNTRY,false,2026-01-14T08:23:29,2026-04-14T08:23:29,true,MANUAL_ADMIN
PRV_00096,USR_0050,ROLE_FINANCE_OPS,db_audit_events,SELECT,GLOBAL,false,2026-01-09T23:02:09,2026-04-09T23:02:09,true,MIGRATION
PRV_00097,USR_0051,ROLE_DATA_ENGINEER,trips,UPDATE,COUNTRY,false,2026-01-15T05:08:28,2026-04-15T05:08:28,true,MIGRATION
PRV_00098,USR_0052,ROLE_FINANCE_OPS,trips,EXPORT,GLOBAL,false,2026-01-07T08:30:53,2026-07-06T08:30:53,true,MIGRATION
PRV_00099,USR_0052,ROLE_FINANCE_OPS,db_audit_events,UPDATE,GLOBAL,false,2026-01-06T09:07:49,2026-04-06T09:07:49,true,MANUAL_ADMIN
PRV_00100,USR_0052,ROLE_FINANCE_OPS,drivers,SELECT,COUNTRY,true,2026-01-09T00:28:44,2026-04-09T00:28:44,true,MANUAL_ADMIN
PRV_00101,USR_0053,ROLE_STEWARD,finance_reconciliation,SELECT,COUNTRY,true,2026-01-08T15:58:32,2027-01-08T15:58:32,true,MANUAL_ADMIN
PRV_00102,USR_0053,ROLE_STEWARD,trips,EXPORT,OWN_TEAM,false,2026-01-11T22:37:03,2026-04-11T22:37:03,true,MIGRATION
PRV_00103,USR_0054,ROLE_STEWARD,control_results,EXPORT,COUNTRY,false,2026-01-11T22:10:25,2026-04-11T22:10:25,true,ACCESS_REQUEST
PRV_00104,USR_0054,ROLE_STEWARD,control_results,SELECT,DEPARTMENT,false,2026-01-07T18:12:19,2026-07-06T18:12:19,true,MANUAL_ADMIN
PRV_00105,USR_0054,ROLE_STEWARD,db_audit_events,SELECT,COUNTRY,false,2026-01-13T17:19:32,2026-04-13T17:19:32,true,MIGRATION
PRV_00106,USR_0055,ROLE_DATA_ENGINEER,finance_reconciliation,SELECT,DEPARTMENT,true,2026-01-15T16:23:27,2026-07-14T16:23:27,true,MIGRATION
PRV_00107,USR_0056,ROLE_DATA_ENGINEER,db_audit_events,EXPORT,OWN_TEAM,false,2026-01-10T09:53:05,2026-04-10T09:53:05,true,MANUAL_ADMIN
PRV_00108,USR_0056,ROLE_DATA_ENGINEER,trips,UPDATE,OWN_TEAM,false,2026-01-10T08:42:06,2026-07-09T08:42:06,true,MIGRATION
PRV_00109,USR_0056,ROLE_DATA_ENGINEER,db_audit_events,EXPORT,GLOBAL,false,2026-01-07T19:02:18,2027-01-07T19:02:18,true,MANUAL_ADMIN
PRV_00110,USR_0057,ROLE_VIEWER,trips,SELECT,OWN_TEAM,false,2026-01-13T14:11:16,2026-04-13T14:11:16,true,ACCESS_REQUEST
PRV_00111,USR_0057,ROLE_VIEWER,control_results,ADMIN,DEPARTMENT,false,2026-01-03T20:18:22,2026-07-02T20:18:22,true,MIGRATION
PRV_00112,USR_0058,ROLE_FINANCE_OPS,finance_reconciliation,SELECT,OWN_TEAM,true,2026-01-09T10:53:46,2026-07-08T10:53:46,false,MANUAL_ADMIN
PRV_00113,USR_0059,ROLE_ADMIN,control_results,SELECT,GLOBAL,false,2026-01-15T13:01:04,2026-07-14T13:01:04,true,MANUAL_ADMIN
PRV_00114,USR_0059,ROLE_ADMIN,db_audit_events,EXPORT,GLOBAL,false,2026-01-11T15:15:12,2026-04-11T15:15:12,true,MIGRATION
PRV_00115,USR_0060,ROLE_VIEWER,trips,EXPORT,DEPARTMENT,false,2026-01-12T11:09:56,2026-04-12T11:09:56,true,MIGRATION
PRV_00116,USR_0060,ROLE_VIEWER,customers,SELECT,COUNTRY,true,2026-01-12T01:28:17,2027-01-12T01:28:17,true,MANUAL_ADMIN
PRV_00117,USR_0060,ROLE_VIEWER,db_audit_events,UPDATE,GLOBAL,false,2026-01-12T05:23:32,2027-01-12T05:23:32,true,MIGRATION
