vehicle_vin,session_id,station_id,charger_id,start_time,duration_mins,kwh_consumed,power_kw,charging_pattern,assigned_day_index,station_temp_c,cost_vnd,status,soft_overlap_flag,event_sequence_index,subject_zone
VF8VNF_0001,2_39_78_361_2018-04-30 15:47:36.417223,VG_STA_0002_caltech,CA-493,2026-01-09T18:59:00,529.9166666666666,2.69,0.3,overnight_deep_charge,9,33.13,8339.0,COMPLETED,False,0,EU
VF8VNF_0001,2_39_129_17_2018-05-01 01:31:03.442958,VG_STA_0002_caltech,CA-307,2026-01-10T11:09:00,38.7,1.851,2.87,opportunity_fast_charge,9,55.03,5738.0,COMPLETED,False,1,EU
VF8VNF_0001,2_39_88_24_2018-05-01 15:14:50.443137,VG_STA_0002_caltech,CA-314,2026-01-10T18:33:00,456.6666666666667,13.785,1.81,overnight_deep_charge,10,53.63,42734.0,COMPLETED,False,0,EU
VF8VNF_0001,2_39_95_27_2018-05-02 04:06:36.985133,VG_STA_0002_caltech,CA-319,2026-01-11T12:01:00,69.48333333333333,7.9,6.82,opportunity_fast_charge,10,56.01,24490.0,COMPLETED,False,1,EU
VF8VNF_0001,2_39_79_381_2018-05-01 15:21:51.892947,VG_STA_0002_caltech,CA-490,2026-01-11T21:20:00,614.55,1.051,0.1,overnight_deep_charge,11,44.12,3258.0,COMPLETED,False,0,EU
VF8VNF_0001,2_39_124_22_2018-05-01 17:09:09.120419,VG_STA_0002_caltech,CA-312,2026-01-12T20:21:00,433.0833333333333,1.943,0.27,overnight_deep_charge,12,52.05,6023.0,COMPLETED,False,0,EU
VF8VNF_0001,2_39_130_31_2018-05-03 02:32:40.995608,VG_STA_0002_caltech,CA-306,2026-01-13T13:55:00,39.15,2.258,3.46,opportunity_fast_charge,12,46.06,7000.0,COMPLETED,False,1,EU
VF8VNF_0001,2_39_90_440_2018-05-02 15:53:26.925427,VG_STA_0002_caltech,CA-500,2026-01-13T20:49:00,479.73333333333335,18.201,2.28,overnight_deep_charge,13,54.11,56423.0,COMPLETED,False,0,EU
VF8VNF_0001,2_39_89_25_2018-05-04 00:29:16.457058,VG_STA_0002_caltech,CA-315,2026-01-14T13:39:00,9.033333333333333,0.886,5.88,opportunity_fast_charge,13,34.05,2747.0,COMPLETED,False,1,EU
VF8VNF_0001,2_39_95_444_2018-05-02 16:09:21.728879,VG_STA_0002_caltech,CA-497,2026-01-14T18:26:00,148.43333333333334,4.426,1.79,overnight_deep_charge,14,56.62,13721.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_79_380_2018-05-03 13:45:24.399914,VG_STA_0002_caltech,CA-489,2025-12-31T19:59:00,290.05,7.508,1.55,overnight_deep_charge,0,49.85,23275.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_89_25_2018-05-04 13:24:20.485992,VG_STA_0002_caltech,CA-315,2026-01-01T13:01:00,73.56666666666666,4.177,3.41,opportunity_fast_charge,0,47.94,12949.0,COMPLETED,False,1,EU
VF8VNF_0002,2_39_123_557_2018-05-03 15:36:09.605954,VG_STA_0002_caltech,CA-503,2026-01-01T21:25:00,222.38333333333333,0.807,0.22,overnight_deep_charge,1,42.7,2502.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_79_383_2018-05-05 19:50:25.276410,VG_STA_0002_caltech,CA-492,2026-01-02T13:20:00,38.68333333333333,2.14,3.32,opportunity_fast_charge,1,46.82,6634.0,COMPLETED,False,1,EU
VF8VNF_0002,2_39_79_378_2018-05-03 16:57:57.831157,VG_STA_0002_caltech,CA-326,2026-01-02T18:05:00,486.75,7.493,0.92,overnight_deep_charge,2,55.01,23228.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_123_557_2018-05-03 19:24:50.966672,VG_STA_0002_caltech,CA-503,2026-01-03T18:07:00,235.41666666666666,1.45,0.37,overnight_deep_charge,3,46.24,4495.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_79_378_2018-05-04 03:24:59.597398,VG_STA_0002_caltech,CA-326,2026-01-04T18:32:00,669.8333333333334,6.577,0.59,overnight_deep_charge,4,38.36,20389.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_129_17_2018-05-04 04:42:15.415543,VG_STA_0002_caltech,CA-307,2026-01-05T19:43:00,583.3666666666667,13.991,1.44,overnight_deep_charge,5,51.17,43372.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_95_27_2018-05-04 14:18:41.193707,VG_STA_0002_caltech,CA-319,2026-01-06T19:53:00,592.0833333333334,9.845,1.0,overnight_deep_charge,6,43.91,30520.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_130_31_2018-05-05 21:01:17.687087,VG_STA_0002_caltech,CA-306,2026-01-07T12:07:00,80.31666666666666,6.983,5.22,opportunity_fast_charge,6,58.89,21647.0,COMPLETED,False,1,EU
VF8VNF_0002,2_39_78_361_2018-05-04 16:14:27.576649,VG_STA_0002_caltech,CA-493,2026-01-07T20:20:00,539.1166666666667,8.212,0.91,overnight_deep_charge,7,41.73,25457.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_90_440_2018-05-04 16:31:02.928398,VG_STA_0002_caltech,CA-500,2026-01-08T19:36:00,642.5333333333333,4.806,0.45,overnight_deep_charge,8,31.03,14899.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_126_20_2018-05-05 22:43:36.275949,VG_STA_0002_caltech,CA-310,2026-01-09T13:20:00,88.6,9.672,6.55,opportunity_fast_charge,8,41.55,29983.0,COMPLETED,False,1,EU
VF8VNF_0002,2_39_128_18_2018-05-06 16:24:55.111425,VG_STA_0002_caltech,CA-308,2026-01-09T19:35:00,161.7,13.917,5.16,overnight_deep_charge,9,51.79,43143.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_89_25_2018-05-06 05:47:24.300976,VG_STA_0002_caltech,CA-315,2026-01-10T10:24:00,6.633333333333334,0.69,6.24,opportunity_fast_charge,9,44.21,2139.0,COMPLETED,False,1,EU
VF8VNF_0002,2_39_131_30_2018-05-08 00:25:32.559710,VG_STA_0002_caltech,CA-305,2026-01-10T21:01:00,765.5333333333333,13.968,1.09,overnight_deep_charge,10,53.16,43301.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_138_29_2018-05-08 02:24:05.959372,VG_STA_0002_caltech,CA-304,2026-01-11T21:44:00,188.9,10.405,3.3,overnight_deep_charge,11,41.17,32255.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_89_25_2018-05-06 19:44:52.009735,VG_STA_0002_caltech,CA-315,2026-01-12T12:26:00,32.25,3.517,6.54,opportunity_fast_charge,11,52.34,10903.0,COMPLETED,False,1,EU
VF8VNF_0002,2_39_139_28_2018-05-08 05:35:37.904280,VG_STA_0002_caltech,CA-303,2026-01-12T19:50:00,572.3833333333333,13.938,1.46,overnight_deep_charge,12,40.55,43208.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_123_23_2018-05-07 13:18:55.316809,VG_STA_0002_caltech,CA-313,2026-01-13T11:23:00,69.1,3.768,3.27,opportunity_fast_charge,12,53.91,11681.0,COMPLETED,False,1,EU
VF8VNF_0002,2_39_130_564_2018-05-08 20:02:04.106197,VG_STA_0002_caltech,CA-510,2026-01-13T20:36:00,163.23333333333332,7.149,2.63,overnight_deep_charge,13,43.97,22162.0,COMPLETED,False,0,EU
VF8VNF_0002,2_39_131_30_2018-05-08 19:28:28.911165,VG_STA_0002_caltech,CA-305,2026-01-14T13:11:00,13.6,0.694,3.06,opportunity_fast_charge,13,65.0,2151.0,COMPLETED,False,1,EU
VF8VNF_0002,2_39_127_19_2018-05-08 22:28:19.156702,VG_STA_0002_caltech,CA-309,2026-01-14T21:15:00,161.63333333333333,12.469,4.63,overnight_deep_charge,14,40.55,38654.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_90_440_2018-05-09 01:23:31.127524,VG_STA_0002_caltech,CA-500,2025-12-31T19:04:00,223.9,13.114,3.51,overnight_deep_charge,0,65.0,40653.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_139_28_2018-05-09 01:37:24.450638,VG_STA_0002_caltech,CA-303,2026-01-01T20:17:00,172.35,6.791,2.36,overnight_deep_charge,1,25.87,21052.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_131_565_2018-05-09 16:55:34.637433,VG_STA_0002_caltech,CA-511,2026-01-02T18:58:00,413.03333333333336,11.267,1.64,overnight_deep_charge,2,41.36,34928.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_92_442_2018-05-09 00:39:22.602495,VG_STA_0002_caltech,CA-498,2026-01-03T11:59:00,30.133333333333333,2.918,5.81,opportunity_fast_charge,2,45.19,9046.0,COMPLETED,False,1,EU
VF8VNF_0003,2_39_78_366_2018-05-10 12:01:23.693729,VG_STA_0002_caltech,CA-323,2026-01-03T20:28:00,571.9333333333333,11.529,1.21,overnight_deep_charge,3,36.53,35740.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_124_22_2018-05-10 15:53:18.075501,VG_STA_0002_caltech,CA-312,2026-01-04T19:31:00,498.76666666666665,14.001,1.68,overnight_deep_charge,4,54.9,43403.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_125_559_2018-05-09 21:01:59.249564,VG_STA_0002_caltech,CA-505,2026-01-05T12:15:00,53.2,1.135,1.28,opportunity_fast_charge,4,54.39,3518.0,COMPLETED,False,1,EU
VF8VNF_0003,2_39_123_557_2018-05-10 18:24:55.693556,VG_STA_0002_caltech,CA-503,2026-01-05T19:07:00,405.43333333333334,9.369,1.39,overnight_deep_charge,5,64.91,29044.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_138_29_2018-05-10 01:49:53.783140,VG_STA_0002_caltech,CA-304,2026-01-06T13:41:00,77.5,8.419,6.52,opportunity_fast_charge,5,62.8,26099.0,COMPLETED,False,1,EU
VF8VNF_0003,2_39_131_30_2018-05-11 05:44:52.873645,VG_STA_0002_caltech,CA-305,2026-01-06T20:55:00,584.15,13.947,1.43,overnight_deep_charge,6,47.74,43236.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_78_366_2018-05-11 11:45:07.834134,VG_STA_0002_caltech,CA-323,2026-01-07T18:28:00,330.96666666666664,11.477,2.08,overnight_deep_charge,7,28.3,35579.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_79_378_2018-05-11 15:27:41.302523,VG_STA_0002_caltech,CA-326,2026-01-08T20:46:00,471.3833333333333,6.994,0.89,overnight_deep_charge,8,36.85,21681.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_123_23_2018-05-10 02:57:21.240369,VG_STA_0002_caltech,CA-313,2026-01-09T13:11:00,46.5,4.668,6.02,opportunity_fast_charge,8,29.54,14471.0,COMPLETED,False,1,EU
VF8VNF_0003,2_39_91_441_2018-05-11 23:16:43.565900,VG_STA_0002_caltech,CA-499,2026-01-09T20:40:00,120.35,4.368,2.18,overnight_deep_charge,9,45.83,13541.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_131_30_2018-05-12 02:08:26.220664,VG_STA_0002_caltech,CA-305,2026-01-10T21:31:00,225.38333333333333,11.674,3.11,overnight_deep_charge,10,44.22,36189.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_79_383_2018-05-14 15:13:52.368099,VG_STA_0002_caltech,CA-492,2026-01-11T20:34:00,714.3833333333333,23.343,1.96,overnight_deep_charge,11,41.65,72363.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_129_17_2018-05-10 03:10:19.929032,VG_STA_0002_caltech,CA-307,2026-01-12T10:29:00,46.833333333333336,2.813,3.6,opportunity_fast_charge,11,34.11,8720.0,COMPLETED,False,1,EU
VF8VNF_0003,2_39_131_30_2018-05-14 15:43:29.234340,VG_STA_0002_caltech,CA-305,2026-01-12T20:49:00,436.31666666666666,9.702,1.33,overnight_deep_charge,12,58.81,30076.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_138_29_2018-05-11 03:24:32.727246,VG_STA_0002_caltech,CA-304,2026-01-13T11:51:00,75.46666666666667,8.468,6.73,opportunity_fast_charge,12,45.87,26251.0,COMPLETED,False,1,EU
VF8VNF_0003,2_39_78_365_2018-05-14 17:56:52.307429,VG_STA_0002_caltech,CA-321,2026-01-13T21:16:00,440.73333333333335,5.328,0.73,overnight_deep_charge,13,23.22,16517.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_79_381_2018-05-15 11:32:35.932829,VG_STA_0002_caltech,CA-490,2026-01-14T20:15:00,670.9666666666667,24.878,2.22,overnight_deep_charge,14,40.83,77122.0,COMPLETED,False,0,EU
VF8VNF_0003,2_39_138_29_2018-05-12 17:03:26.577483,VG_STA_0002_caltech,CA-304,2026-01-15T11:43:00,42.81666666666667,4.026,5.64,opportunity_fast_charge,14,33.78,12481.0,COMPLETED,False,1,EU
VF8VNF_0004,2_39_79_377_2018-05-15 11:52:57.366151,VG_STA_0002_caltech,CA-325,2025-12-31T18:34:00,575.5333333333333,11.653,1.21,overnight_deep_charge,0,47.42,36124.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_95_27_2018-05-12 22:02:20.317626,VG_STA_0002_caltech,CA-319,2026-01-01T11:51:00,27.533333333333335,3.066,6.68,opportunity_fast_charge,0,41.06,9505.0,COMPLETED,False,1,EU
VF8VNF_0004,2_39_127_561_2018-05-15 16:21:12.161434,VG_STA_0002_caltech,CA-507,2026-01-01T21:35:00,745.45,1.98,0.16,overnight_deep_charge,1,47.14,6138.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_138_29_2018-05-15 16:24:02.683556,VG_STA_0002_caltech,CA-304,2026-01-02T20:01:00,505.65,4.514,0.54,overnight_deep_charge,2,65.0,13993.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_128_18_2018-05-12 23:43:49.017496,VG_STA_0002_caltech,CA-308,2026-01-03T11:16:00,6.633333333333334,0.68,6.15,opportunity_fast_charge,2,50.04,2108.0,COMPLETED,False,1,EU
VF8VNF_0004,2_39_79_377_2018-05-16 11:49:46.763676,VG_STA_0002_caltech,CA-325,2026-01-03T21:27:00,573.8166666666667,11.589,1.21,overnight_deep_charge,3,46.79,35926.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_131_30_2018-05-16 15:26:52.617447,VG_STA_0002_caltech,CA-305,2026-01-04T19:40:00,246.21666666666667,5.187,1.26,overnight_deep_charge,4,51.02,16080.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_139_28_2018-05-13 01:20:02.104888,VG_STA_0002_caltech,CA-303,2026-01-05T13:39:00,10.25,0.995,5.82,opportunity_fast_charge,4,43.73,3084.0,COMPLETED,False,1,EU
VF8VNF_0004,2_39_79_376_2018-05-17 14:13:44.157147,VG_STA_0002_caltech,CA-324,2026-01-05T20:03:00,530.95,15.174,1.71,overnight_deep_charge,5,43.38,47039.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_139_28_2018-05-13 17:16:45.970212,VG_STA_0002_caltech,CA-303,2026-01-06T14:28:00,66.4,7.017,6.34,opportunity_fast_charge,5,35.95,21753.0,COMPLETED,False,1,EU
VF8VNF_0004,2_39_78_362_2018-05-17 15:51:54.851464,VG_STA_0002_caltech,CA-496,2026-01-06T21:05:00,531.9833333333333,12.531,1.41,overnight_deep_charge,6,33.97,38846.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_139_28_2018-05-18 20:18:51.236932,VG_STA_0002_caltech,CA-303,2026-01-07T18:32:00,167.96666666666667,3.254,1.16,overnight_deep_charge,7,57.36,10087.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_78_366_2018-05-19 03:39:33.466778,VG_STA_0002_caltech,CA-323,2026-01-08T19:21:00,978.5,25.573,1.57,overnight_deep_charge,8,36.06,79276.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_139_28_2018-05-14 02:05:16.606345,VG_STA_0002_caltech,CA-303,2026-01-09T13:56:00,57.2,3.076,3.23,opportunity_fast_charge,8,40.12,9536.0,COMPLETED,False,1,EU
VF8VNF_0004,2_39_89_25_2018-05-19 23:45:05.472344,VG_STA_0002_caltech,CA-315,2026-01-09T18:11:00,1634.3333333333333,30.993,1.14,overnight_deep_charge,9,37.67,96078.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_78_360_2018-05-14 03:06:18.247729,VG_STA_0002_caltech,CA-322,2026-01-10T11:02:00,5.933333333333334,0.538,5.44,opportunity_fast_charge,9,47.99,1668.0,COMPLETED,False,1,EU
VF8VNF_0004,2_39_138_566_2018-05-20 04:16:16.293095,VG_STA_0002_caltech,CA-512,2026-01-10T20:50:00,561.7166666666667,13.759,1.47,overnight_deep_charge,10,42.95,42653.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_90_26_2018-05-21 16:37:52.785321,VG_STA_0002_caltech,CA-316,2026-01-11T19:16:00,278.46666666666664,9.269,2.0,overnight_deep_charge,11,40.8,28734.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_127_19_2018-05-14 13:33:21.931815,VG_STA_0002_caltech,CA-309,2026-01-12T11:51:00,64.7,3.655,3.39,opportunity_fast_charge,11,39.95,11330.0,COMPLETED,False,1,EU
VF8VNF_0004,2_39_78_364_2018-05-23 20:04:38.565786,VG_STA_0002_caltech,CA-495,2026-01-12T21:47:00,184.18333333333334,4.965,1.62,overnight_deep_charge,12,20.0,15392.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_127_19_2018-05-24 00:00:27.538940,VG_STA_0002_caltech,CA-309,2026-01-13T21:59:00,291.93333333333334,13.896,2.86,overnight_deep_charge,13,27.34,43078.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_78_365_2018-05-14 17:13:11.665996,VG_STA_0002_caltech,CA-321,2026-01-14T12:09:00,40.38333333333333,0.585,0.87,opportunity_fast_charge,13,54.86,1814.0,COMPLETED,False,1,EU
VF8VNF_0004,2_39_91_437_2018-05-24 00:09:38.958447,VG_STA_0002_caltech,CA-317,2026-01-14T18:27:00,259.1,5.139,1.19,overnight_deep_charge,14,49.99,15931.0,COMPLETED,False,0,EU
VF8VNF_0004,2_39_130_31_2018-05-16 03:25:13.589741,VG_STA_0002_caltech,CA-306,2026-01-15T10:45:00,68.63333333333334,7.611,6.65,opportunity_fast_charge,14,40.5,23594.0,COMPLETED,False,1,EU
VF8VNF_0005,2_39_90_440_2018-05-24 16:13:50.817717,VG_STA_0002_caltech,CA-500,2025-12-31T21:01:00,240.18333333333334,7.625,1.9,overnight_deep_charge,0,61.22,23638.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_127_561_2018-05-24 17:23:10.624534,VG_STA_0002_caltech,CA-507,2026-01-01T21:25:00,484.96666666666664,13.874,1.72,overnight_deep_charge,1,59.0,43009.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_88_438_2018-05-24 20:57:36.842423,VG_STA_0002_caltech,CA-502,2026-01-02T21:05:00,387.9,3.706,0.57,overnight_deep_charge,2,52.33,11489.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_92_436_2018-05-17 21:00:44.417526,VG_STA_0002_caltech,CA-318,2026-01-03T14:14:00,57.28333333333333,1.816,1.9,opportunity_fast_charge,2,42.96,5630.0,COMPLETED,False,1,EU
VF8VNF_0005,2_39_79_377_2018-05-25 00:09:35.041541,VG_STA_0002_caltech,CA-325,2026-01-03T20:18:00,150.05,14.34,5.73,overnight_deep_charge,3,38.29,44454.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_78_366_2018-05-17 23:41:42.547228,VG_STA_0002_caltech,CA-323,2026-01-04T10:58:00,81.6,0.82,0.6,opportunity_fast_charge,3,45.81,2542.0,COMPLETED,False,1,EU
VF8VNF_0005,2_39_139_28_2018-05-25 14:39:56.681918,VG_STA_0002_caltech,CA-303,2026-01-04T18:54:00,521.55,14.967,1.72,overnight_deep_charge,4,50.52,46398.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_131_565_2018-05-18 01:37:44.106789,VG_STA_0002_caltech,CA-511,2026-01-05T11:49:00,33.36666666666667,1.887,3.39,opportunity_fast_charge,4,45.7,5850.0,COMPLETED,False,1,EU
VF8VNF_0005,2_39_124_558_2018-05-25 15:39:14.215985,VG_STA_0002_caltech,CA-504,2026-01-05T21:34:00,322.3666666666667,13.879,2.58,overnight_deep_charge,5,28.9,43025.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_79_377_2018-05-25 21:21:59.284084,VG_STA_0002_caltech,CA-325,2026-01-06T18:25:00,210.16666666666666,6.047,1.73,overnight_deep_charge,6,53.28,18746.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_124_22_2018-05-20 12:23:18.127400,VG_STA_0002_caltech,CA-312,2026-01-07T11:28:00,30.983333333333334,2.525,4.89,opportunity_fast_charge,6,52.07,7828.0,COMPLETED,False,1,EU
VF8VNF_0005,2_39_129_17_2018-05-26 01:26:56.278119,VG_STA_0002_caltech,CA-307,2026-01-07T20:17:00,215.16666666666666,11.917,3.32,overnight_deep_charge,7,45.09,36943.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_125_21_2018-05-20 23:22:46.523891,VG_STA_0002_caltech,CA-311,2026-01-08T11:22:00,72.06666666666666,5.077,4.23,opportunity_fast_charge,7,38.24,15739.0,COMPLETED,False,1,EU
VF8VNF_0005,2_39_79_377_2018-05-26 03:55:19.727376,VG_STA_0002_caltech,CA-325,2026-01-08T19:46:00,5075.666666666667,6.505,0.08,overnight_deep_charge,8,51.87,20166.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_78_366_2018-05-26 04:52:28.450915,VG_STA_0002_caltech,CA-323,2026-01-09T19:25:00,854.4666666666667,28.122,1.97,overnight_deep_charge,9,36.51,87178.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_129_17_2018-05-21 13:14:56.372843,VG_STA_0002_caltech,CA-307,2026-01-10T12:20:00,64.9,3.031,2.8,opportunity_fast_charge,9,28.61,9396.0,COMPLETED,False,1,EU
VF8VNF_0005,2_39_79_380_2018-05-27 03:51:23.191109,VG_STA_0002_caltech,CA-489,2026-01-10T21:52:00,170.23333333333332,3.399,1.2,overnight_deep_charge,10,43.04,10537.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_138_566_2018-05-28 03:56:32.253864,VG_STA_0002_caltech,CA-512,2026-01-11T21:41:00,655.15,10.684,0.98,overnight_deep_charge,11,65.0,33120.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_90_26_2018-05-21 22:09:25.315708,VG_STA_0002_caltech,CA-316,2026-01-12T14:28:00,9.533333333333333,0.623,3.92,opportunity_fast_charge,11,34.8,1931.0,COMPLETED,False,1,EU
VF8VNF_0005,2_39_139_28_2018-05-28 16:48:42.900406,VG_STA_0002_caltech,CA-303,2026-01-12T21:05:00,518.85,6.571,0.76,overnight_deep_charge,12,46.68,20370.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_92_436_2018-05-28 22:08:09.477886,VG_STA_0002_caltech,CA-318,2026-01-13T18:01:00,389.01666666666665,13.735,2.12,overnight_deep_charge,13,32.82,42578.0,COMPLETED,False,0,EU
VF8VNF_0005,2_39_78_366_2018-05-29 11:54:42.668039,VG_STA_0002_caltech,CA-323,2026-01-14T18:10:00,573.5166666666667,11.497,1.2,overnight_deep_charge,14,42.35,35641.0,COMPLETED,False,0,EU
VF8VNF_0006,2_39_91_441_2018-05-29 14:08:52.840778,VG_STA_0002_caltech,CA-499,2025-12-31T20:22:00,569.4333333333333,11.619,1.22,overnight_deep_charge,0,33.43,36019.0,COMPLETED,False,0,EU
VF8VNF_0006,2_39_90_26_2018-05-21 22:19:08.031234,VG_STA_0002_caltech,CA-316,2026-01-01T12:04:00,19.9,1.539,4.64,opportunity_fast_charge,0,33.69,4771.0,COMPLETED,False,1,EU
VF8VNF_0006,2_39_79_376_2018-05-29 15:38:12.174107,VG_STA_0002_caltech,CA-324,2026-01-01T19:56:00,294.7,14.468,2.95,overnight_deep_charge,1,31.5,44851.0,COMPLETED,False,0,EU
